classify,name,comment,star,price,address,commentlist
美食,满记甜品(黄兴店),805                    条点评,四星商户,人均                                        ￥35,杨浦区四平路2500号东方商厦二层B19-F02-1-018商铺,口味7.7                                环境7.5                                服务7.6
美食,吴茂兴本帮面(百联又一城店),43                    条点评,准四星商户,人均                                        ￥19,国济路1号,口味7.7                                环境7.5                                服务7.6
美食,阿香米线(巴黎春天五角场店),447                    条点评,准四星商户,人均                                        ￥34,淞沪路77号万达广场B区B1层33A号,口味7.7                                环境7.5                                服务7.6
美食,Pizza Express 马上诺(五角场店),2561                    条点评,准五星商户,人均                                        ￥115,淞沪路8号五角场百联又一城购物中心7楼7-2室,口味8.5                                环境8.9                                服务9.0
美食,渣甸街(合生汇店),180                    条点评,准四星商户,人均                                        ￥42,黄兴路2228号合生汇B2层城市集市C4号商铺,口味7.7                                环境7.5                                服务7.6
美食,熊本豚骨(百联又一城购物中心店),2                    条点评,准四星商户,人均                                        ￥45,淞沪路8号,口味7.7                                环境7.5                                服务7.6
美食,simply thai天泰餐厅(五角场合生广场店),2841                    条点评,四星商户,人均                                        ￥168,翔殷路1099号合生广场5楼,口味8.5                                环境8.9                                服务9.0
美食,贡茶(五角场店),2729                    条点评,四星商户,人均                                        ￥17,四平路2547号,口味7.7                                环境7.5                                服务7.6
美食,宜芝多(百联又一城购物中心店),372                    条点评,准四星商户,人均                                        ￥35,淞沪路8号百联又一城购物中心B1层,口味7.7                                环境7.5                                服务7.6
美食,乐凯撒·榴莲比萨(合生汇店),1898                    条点评,准五星商户,人均                                        ￥75,黄兴路2228号合生汇B2楼,口味8.5                                环境8.9                                服务9.0
美食,宇治茶铺(五角场合生汇店),902                    条点评,准四星商户,人均                                        ￥19,杨浦区黄兴路2218号合生汇B2层,口味7.7                                环境7.5                                服务7.6
美食,hotpark热啊东南亚美食(合生汇店),4024                    条点评,四星商户,人均                                        ￥95,翔殷路1099号合生汇B2-03,口味8.5                                环境8.9                                服务9.0
美食,靓灶民间菜(特力时尚汇店),3005                    条点评,准五星商户,人均                                        ￥81,邯郸路600号万达商业广场特力时尚汇3层,口味8.5                                环境8.9                                服务9.0
美食,五月锦日本铁板烧(合生汇店),523                    条点评,准四星商户,人均                                        ￥138,翔殷路合生汇国际广场5F-24,口味7.7                                环境7.5                                服务7.6
美食,鱼非鱼(合生汇店),4529                    条点评,四星商户,人均                                        ￥111,翔殷路1099号合生汇5F,口味8.5                                环境8.9                                服务9.0
美食,Simply Italian小意馆(合生广场店),1468                    条点评,四星商户,人均                                        ￥162,黄兴路2228号上海合生国际广场2楼,口味8.5                                环境8.9                                服务9.0
美食,zoo coffee(百联又一城购物中心店),1761                    条点评,准四星商户,人均                                        ￥40,淞沪路8号百联又一城购物中心6层,口味7.7                                环境7.5                                服务7.6
美食,鹅夫人(上海五角场店),8819                    条点评,四星商户,人均                                        ￥127,五角场万达广场特力时尚汇4楼,口味8.5                                环境8.9                                服务9.0
美食,蒙羊天骄宴(合生汇店),3588                    条点评,四星商户,人均                                        ￥100,翔殷路1099号合生汇5F,口味8.5                                环境8.9                                服务9.0
美食,十二泷町(五角场店),149                    条点评,准四星商户,人均                                        ￥14,淞沪路77号万达广场1层,口味7.7                                环境7.5                                服务7.6
美食,西贝莜面村(上海五角场万达店),13969                    条点评,准五星商户,人均                                        ￥87,政通路189号特力时尚汇5楼503号铺,口味8.5                                环境8.9                                服务9.0
美食,潮记1975点心专门店(合生汇店),949                    条点评,四星商户,人均                                        ￥97,翔殷路1099号合生汇B2,口味8.5                                环境8.9                                服务9.0
美食,杨国福麻辣烫(五角场政旦东路店),1110                    条点评,准四星商户,人均                                        ￥31,政旦东路40号,口味7.7                                环境7.5                                服务7.6
美食,LELECHA乐乐茶(五角场万达广场店),3108                    条点评,四星商户,人均                                        ￥34,淞沪路77号万达广场B1层,口味8.5                                环境8.9                                服务9.0
美食,三顾冒菜(五角场二店),14                    条点评,准四星商户,人均                                        ￥38,国济路28号,口味7.0                                环境7.0                                服务7.0
美食,赛百味(百联又一城购物中心店),1392                    条点评,四星商户,人均                                        ￥26,淞沪路8号百联又一城购物中心B1层,口味7.7                                环境7.5                                服务7.6
美食,云海肴云南菜(百联又一城购物中心店),3202                    条点评,准五星商户,人均                                        ￥98,淞沪路8号百联又一城购物中心7层,口味8.5                                环境8.9                                服务9.0
美食,森记肠粉,4                    条点评,准四星商户,人均                                    -,邯郸路600号万达广场特力时尚汇2楼,口味7.0                                环境7.0                                服务7.0
美食,蓉李记成都名小吃(五角场万达店),2181                    条点评,准四星商户,人均                                        ￥34,淞沪路77号万达广场B1层,口味7.7                                环境7.5                                服务7.6
美食,夏1999精致本帮料理(合生汇店),525                    条点评,四星商户,人均                                        ￥106,翔殷路1099号合生汇B1-63,口味8.5                                环境8.9                                服务9.0
美食,吉菓菓,3                    条点评,准四星商户,人均                                    -,五角场国庠路温州银行对面,口味7.0                                环境7.0                                服务7.0
美食,如意果(城市集市合生汇店),86                    条点评,准四星商户,人均                                        ￥22,黄兴路2228号合生汇国际广场B2层城市集市B3商铺,口味7.0                                环境7.0                                服务7.0
美食,顽味设计院(五角场配送站),1                    条点评,三星商户,人均                                        ￥50,政通路189号,口味7.0                                环境7.0                                服务7.0
美食,OCE coffee,16                    条点评,准四星商户,人均                                        ￥25,五角场黄兴路,口味7.0                                环境7.0                                服务7.0
美食,台资味(五角场店),13                    条点评,准四星商户,人均                                        ￥22,邯郸路399号A3,口味7.9                                环境8.0                                服务7.7
美食,诺德牛排杯,10                    条点评,三星商户,人均                                    -,国济路12号,口味7.0                                环境7.0                                服务7.0
美食,四云奶盖贡茶(合生汇店),406                    条点评,准四星商户,人均                                        ￥18,翔殷路1099号合生广场L4-23号,口味7.9                                环境8.0                                服务7.7
美食,西北郎户外烧烤配送站(五角场店),2                    条点评,准四星商户,人均                                    -,邯郸路585号,口味7.0                                环境7.0                                服务7.0
美食,面包新语咖啡(合生汇店),318                    条点评,准四星商户,人均                                        ￥26,五角场黄兴路2188号合生汇B2-42B,口味7.9                                环境8.0                                服务7.7
美食,大食堂中式茶餐厅,6                    条点评,准四星商户,人均                                    -,黄兴路,口味7.0                                环境7.0                                服务7.0
美食,花丸乌冬面(五角场店),711                    条点评,准四星商户,人均                                        ￥39,黄兴路2228号合生国际广场地下二层42A号,口味7.9                                环境8.0                                服务7.7
美食,来伊份(沃尔玛淞沪路店),10                    条点评,准四星商户,人均                                        ￥35,淞沪路125号沃尔玛第F1层1017F2F0022号铺位,口味7.0                                环境7.0                                服务7.0
美食,Hot Town火汤(五角场苏宁店),399                    条点评,准四星商户,人均                                        ￥26,邯郸路585号，苏宁生活广场B1层1-2号,口味7.9                                环境8.0                                服务7.7
美食,分子冰淇淋,4                    条点评,准四星商户,人均                                    -,国定东路26号,口味7.0                                环境7.0                                服务7.0
美食,1454's cafe(五角场店),229                    条点评,准四星商户,人均                                        ￥22,五角场国济路政旦东路路口,口味7.9                                环境8.0                                服务7.7
美食,小杨生煎(五角场食品一店),5628                    条点评,四星商户,人均                                        ￥11,邯郸路600号,口味7.0                                环境7.0                                服务7.0
美食,志大同,1240                    条点评,准四星商户,人均                                        ￥16,四平路2138号,口味7.9                                环境8.0                                服务7.7
美食,royaltea皇茶,1                    条点评,准四星商户,人均                                    -,邯郸路446弄1号,口味7.0                                环境7.0                                服务7.0
美食,贝儿多爸爸泡芙工房(百联又一城购物中心店),880                    条点评,四星商户,人均                                        ￥21,淞沪路8号百联又一城购物中心B1层,口味7.9                                环境8.0                                服务7.7
美食,豫申园城隍庙小吃世界(政旦东路店),128                    条点评,三星商户,人均                                        ￥20,政旦东路32号五角场,口味7.0                                环境7.0                                服务7.0
美食,京元脆皮烤鸭,1                    条点评,准四星商户,人均                                    -,国定路171号255,口味7.9                                环境8.0                                服务7.7
美食,黍糖茶屋(合生汇店),13                    条点评,准四星商户,人均                                        ￥27,五角场翔殷路1099号合生汇广场2楼L2-32/33号铺位,口味7.9                                环境8.0                                服务7.7
美食,Regiustea天御皇茶(合生汇店),4594                    条点评,四星商户,人均                                        ￥19,翔殷路1099号合生汇5F,口味8.0                                环境8.4                                服务8.0
美食,与串有约主题烤吧,6                    条点评,三星商户,人均                                    -,国济路30号,口味7.2                                环境7.1                                服务7.2
美食,食之秘(万达五角场店),4559                    条点评,四星商户,人均                                        ￥55,淞沪路77号万达广场B1层B-36-37号,口味7.9                                环境8.0                                服务7.7
美食,粉越西贡(合生汇店),1173                    条点评,四星商户,人均                                        ￥65,翔殷路1099号合生汇国际广场4F-27号,口味8.0                                环境8.4                                服务8.0
美食,福建千里香馄饨王,15                    条点评,准四星商户,人均                                        ￥11,国宾路89号,口味7.2                                环境7.1                                服务7.2
美食,MERRY BERRY蔓柏瑞冻酸奶(万达广场五角场店),238                    条点评,四星商户,人均                                        ￥20,淞沪路77号万达广场B1层,口味7.9                                环境8.0                                服务7.7
美食,加州厨房CaliforniaKitchen(百联又一城购物中心店),372                    条点评,四星商户,人均                                        ￥57,淞沪路8号百联又一城购物中心7层,口味8.0                                环境8.4                                服务8.0
美食,COCO壱番屋(百联又一城店),551                    条点评,准四星商户,人均                                        ￥50,淞沪路8号百联又一城B1楼49号商铺,口味7.4                                环境7.4                                服务7.6
美食,新北木瓜牛奶(百联又一城购物中心店),184                    条点评,四星商户,人均                                        ￥20,淞沪路8号百联又一城购物中心B1层,口味7.9                                环境8.0                                服务7.7
美食,椰庭(合生汇店),1724                    条点评,四星商户,人均                                        ￥136,翔殷路1099号合生汇5F,口味8.0                                环境8.4                                服务8.0
美食,橙空间·法式铁板烧(城市集市合生汇店),499                    条点评,准四星商户,人均                                        ￥88,黄兴路2228号合生汇国际广场B2层城市集市C1商铺,口味7.4                                环境7.4                                服务7.6
美食,1点点,5                    条点评,准四星商户,人均                                    -,淞沪路77号万达广场1层,口味7.9                                环境8.0                                服务7.7
美食,丽江印象源味斑鱼府,740                    条点评,准五星商户,人均                                        ￥136,国济路9号,口味8.0                                环境8.4                                服务8.0
美食,星巴克(东方商厦店),31                    条点评,四星商户,人均                                        ￥37,四平路2500号东方商厦1层,口味7.4                                环境7.4                                服务7.6
美食,Pizza Marzano玛尚诺(合生汇店),263                    条点评,准五星商户,人均                                        ￥125,黄兴路2228号上海合生汇广场地上一层36、37号,口味8.0                                环境8.4                                服务8.0
美食,80街区美式餐厅(合生汇店),863                    条点评,四星商户,人均                                        ￥101,翔殷路1099号合生汇4楼,口味8.0                                环境8.4                                服务8.0
美食,宜芝多(五角场店),4                    条点评,准四星商户,人均                                    -,五角场地铁站5号出口处,口味7.4                                环境7.4                                服务7.6
美食,稻香(五角场店),11344                    条点评,四星商户,人均                                        ￥89,淞沪路8号百联又一城购物中心8楼8-12室,口味8.0                                环境8.4                                服务8.0
美食,57度湘(特力时尚汇店),6892                    条点评,四星商户,人均                                        ￥107,邯郸路600号万达商业广场特力时尚汇4层,口味8.0                                环境8.4                                服务8.0
美食,米芝莲(五角场万达广场店),568                    条点评,准四星商户,人均                                        ￥20,中环路五角场万达广场第一食品一楼C区,口味7.4                                环境7.4                                服务7.6
美食,星怡会(合生汇店),4436                    条点评,四星商户,人均                                        ￥105,翔殷路1099号合生汇2F,口味8.0                                环境8.4                                服务8.0
美食,july’sjuice(百联又一城购物中心店),12                    条点评,准四星商户,人均                                        ￥21,淞沪路8号百联又一城购物中心B1层,口味7.2                                环境7.1                                服务7.2
美食,纯汁味(合生汇店),157                    条点评,四星商户,人均                                        ￥18,翔殷路1099号合生汇B2,口味7.4                                环境7.4                                服务7.6
美食,曼哈顿自助海鲜(合生汇店),5784                    条点评,四星商户,人均                                        ￥126,翔殷路1099号合生汇3F,口味8.0                                环境8.4                                服务8.0
美食,绝味鸭脖(苏宁生活广场店),32                    条点评,准四星商户,人均                                        ￥24,邯郸路585号苏宁生活广场B1层,口味7.2                                环境7.1                                服务7.2
美食,周黑鸭(上海五角场万达店),17                    条点评,准四星商户,人均                                        ￥28,政通路189号特力时尚汇广场1F-32-d,口味7.4                                环境7.4                                服务7.6
美食,云海肴云南菜(特力时尚汇店),4376                    条点评,准五星商户,人均                                        ￥95,邯郸路600号万达商业广场特力时尚汇2层,口味8.0                                环境8.4                                服务8.0
美食,鸭血粉丝汤,11                    条点评,准四星商户,人均                                        ￥21,国济路12号,口味7.2                                环境7.1                                服务7.2
美食,辣三疯(特力时尚汇店),5                    条点评,准四星商户,人均                                    -,邯郸路600号特力时尚汇1层,口味7.4                                环境7.4                                服务7.6
美食,西树泡芙(城市集市合生汇店),137                    条点评,四星商户,人均                                        ￥18,黄兴路2228号合生汇B2层城市集市C10,口味7.4                                环境7.4                                服务7.6
美食,兵哥龙虾,56                    条点评,四星商户,人均                                        ￥82,四平路2093号,口味7.2                                环境7.1                                服务7.2
美食,老盛昌苏州汤包馆(国定路店),641                    条点评,准四星商户,人均                                        ￥15,四平路2142号,口味7.4                                环境7.4                                服务7.6
美食,星期五翻糖蛋糕(五角场万达店),9                    条点评,准四星商户,人均                                    -,淞沪路77号万达广场B1层02-3号,口味7.4                                环境7.4                                服务7.6
美食,LACTIS Gelato Italiano意式冰淇淋(合生汇店),1                    条点评,准四星商户,人均                                    -,翔殷路1099号合生汇,口味7.2                                环境7.1                                服务7.2
美食,快乐柠檬(特力时尚汇店),1034                    条点评,准四星商户,人均                                        ￥11,邯郸路600号万达商业广场特力时尚汇1层,口味7.4                                环境7.4                                服务7.6
美食,蚝记海鲜烧烤,2                    条点评,准四星商户,人均                                    -,五角场邯郸路,口味7.2                                环境7.1                                服务7.2
美食,HEY JUICE茶桔便(城市集市合生店),115                    条点评,准四星商户,人均                                        ￥16,黄兴路2228号合生汇B2层城市集市A6,口味7.4                                环境7.4                                服务7.6
美食,火烫麻辣(苏宁生活广场店),7                    条点评,三星商户,人均                                    -,邯郸路585号苏宁生活广场B1层,口味7.2                                环境7.1                                服务7.2
美食,仰望包角布(百联又一城购物中心店),847                    条点评,准四星商户,人均                                        ￥28,淞沪路8号百联又一城购物中心B1层,口味7.4                                环境7.4                                服务7.6
美食,GONG CHA(特力时尚汇店),2                    条点评,准四星商户,人均                                    -,邯郸路600号万达商业广场特力时尚汇1层,口味7.2                                环境7.1                                服务7.2
美食,呱呱叫干锅主题餐厅,3535                    条点评,四星商户,人均                                        ￥88,国济路30号,口味8.0                                环境8.5                                服务8.6
美食,JUICY  ROYALE(中影合生汇店),5                    条点评,三星商户,人均                                    -,翔殷路1099号地上四层21号,口味7.2                                环境7.1                                服务7.2
美食,不二茶铺·原麦(五角场合生汇店),302                    条点评,四星商户,人均                                        ￥32,翔殷路1099号L2-49,口味8.0                                环境8.5                                服务8.6
美食,味千拉面(淞沪三分店),1870                    条点评,三星商户,人均                                        ￥42,淞沪路77号万达广场B1层,口味7.2                                环境7.1                                服务7.2
美食,大咀港式茶餐厅(特力时尚汇店),7786                    条点评,四星商户,人均                                        ￥82,邯郸路600号万达商业广场特力时尚汇2层,口味8.0                                环境8.5                                服务8.6
美食,丸来玩趣(特力屋店),39                    条点评,三星商户,人均                                        ￥18,政通路189号1F-31-1/1F-31-2,口味7.2                                环境7.1                                服务7.2
美食,棒约翰比萨(五角场万达店),1587                    条点评,准五星商户,人均                                        ￥66,政通路189号特力时尚汇2楼,口味8.0                                环境8.5                                服务8.6
美食,三林(三林大红肠国定路店),我要点评,三星商户,人均                                    -,国定路171号,口味7.2                                环境7.1                                服务7.2
美食,小辉哥火锅(百联又一城购物中心店),4192                    条点评,准五星商户,人均                                        ￥139,淞沪路8号百联又一城购物中心7层,口味8.0                                环境8.5                                服务8.6
美食,望湘园(五角场店),8171                    条点评,四星商户,人均                                        ￥89,政通路189号万达广场特力时尚汇5F,口味8.0                                环境8.5                                服务8.6
美食,新疆风味,2                    条点评,准四星商户,人均                                    -,邯郸路399号d3,口味7.4                                环境7.4                                服务7.4
美食,瘦马,470                    条点评,准四星商户,人均                                        ￥20,四平路五角场地铁站苏宁出口,口味7.1                                环境7.6                                服务7.7
美食,56°cake花盆蛋糕(合生汇店),521                    条点评,四星商户,人均                                        ￥42,翔殷路1099号合生汇5F,口味8.0                                环境8.5                                服务8.6
美食,老上海葱油饼,7                    条点评,四星商户,人均                                    -,国定路171号305店铺,口味7.1                                环境7.6                                服务7.7
美食,夏拉拉便当轻食(五角场店),1                    条点评,准四星商户,人均                                    -,五角场黄兴路,口味7.4                                环境7.4                                服务7.4
美食,1点点(合生汇店),229                    条点评,四星商户,人均                                        ￥15,翔殷路1099号合生汇B2,口味8.0                                环境8.5                                服务8.6
美食,阿满鸡排(五角场万达店),178                    条点评,准四星商户,人均                                        ￥17,淞沪路77号万达广场C区1层,口味7.1                                环境7.6                                服务7.7
美食,东北小院(邯郸路店),10                    条点评,准四星商户,人均                                        ￥16,邯郸路399号,口味7.4                                环境7.4                                服务7.4
美食,港丽餐厅(百联又一城购物中心店),3631                    条点评,四星商户,人均                                        ￥105,淞沪路8号百联又一城购物中心6层,口味8.0                                环境8.5                                服务8.6
美食,50岚(五角场森活天地店),25                    条点评,准四星商户,人均                                        ￥17,松沪路199号太平洋森活天地A-1-1号,口味7.1                                环境7.6                                服务7.7
美食,烨焰红唇串串香,88                    条点评,二星商户,人均                                        ￥39,五角场国济路12号,口味7.4                                环境7.4                                服务7.4
美食,狠牛火锅料理(特力时尚汇店),113                    条点评,四星商户,人均                                        ￥93,特力时尚汇1楼,口味8.0                                环境8.5                                服务8.6
美食,谷田稻香(五角场万达店),19                    条点评,准四星商户,人均                                        ￥31,淞沪路77号万达广场地下一层A-02-1,口味7.1                                环境7.6                                服务7.7
美食,粢饭团摊,1                    条点评,准四星商户,人均                                    -,五角场翔殷路公交站往西走十米的小巷子往北拐十米,口味7.4                                环境7.4                                服务7.4
美食,花御烧(合生汇店),934                    条点评,四星商户,人均                                        ￥82,翔殷路1099号合生汇B2,口味8.0                                环境8.5                                服务8.6
美食,凯悦酒店嘉宾轩,2                    条点评,准四星商户,人均                                    -,四平路2482号,口味7.1                                环境7.6                                服务7.7
美食,虞家锅盔,27                    条点评,准四星商户,人均                                        ￥12,五角场万达B1,口味7.1                                环境7.6                                服务7.7
美食,MANGOSIX(合生汇店),566                    条点评,四星商户,人均                                        ￥42,翔殷路1099号合生汇2楼-46铺位旁边,口味8.0                                环境8.5                                服务8.6
美食,牛排研究室(特力时尚汇店),107                    条点评,准四星商户,人均                                        ￥95,邯郸路600号万达商业广场特力时尚汇5层,口味7.1                                环境7.6                                服务7.7
美食,苹果花园(四平路店),539                    条点评,准四星商户,人均                                        ￥25,四平路2093号-3,口味7.1                                环境7.6                                服务7.7
美食,外婆家(又一城店),12085                    条点评,四星商户,人均                                        ￥67,淞沪路8号百联又一城6楼24号铺,口味8.0                                环境8.5                                服务8.6
美食,三只小小猪(城市集市合生汇店),178                    条点评,三星商户,人均                                        ￥20,黄兴路2228号合生汇B2层城市集市A2,口味7.1                                环境7.6                                服务7.7
美食,肯德基(邯郸店),161                    条点评,三星商户,人均                                        ￥19,"邯郸路585号地下一层B-2,B-8-1,B-8-3",口味7.1                                环境7.6                                服务7.7
美食,渔珍鲜(五角场店),3                    条点评,准四星商户,人均                                        ￥60,邯郸路600号第一食品商店1楼,口味7.4                                环境7.4                                服务7.4
美食,精致上海本帮菜,563                    条点评,准四星商户,人均                                        ￥94,邯郸路第一食品商店3楼,口味7.1                                环境7.6                                服务7.7
美食,火神の肉(百联又一城购物中心店),711                    条点评,准四星商户,人均                                        ￥104,淞沪路8号百联又一城购物中心B1层,口味7.1                                环境7.6                                服务7.7
美食,林檎,5                    条点评,准四星商户,人均                                    -,国济路1号,口味7.4                                环境7.4                                服务7.4
美食,郑佳豪大大鸡排&奶茶,3                    条点评,准四星商户,人均                                    -,四平路2138号,口味7.4                                环境7.4                                服务7.4
美食,捉虾,1829                    条点评,四星商户,人均                                        ￥117,邯郸路399号,口味7.1                                环境7.6                                服务7.7
美食,冠生园月饼,1                    条点评,准四星商户,人均                                    -,邯郸路600号第一食品1楼,口味7.4                                环境7.4                                服务7.4
美食,茶泰(合生汇店),345                    条点评,四星商户,人均                                        ￥16,翔殷路1099号合生汇B2,口味8.0                                环境7.7                                服务7.8
美食,Godiva(上海合生汇店),160                    条点评,四星商户,人均                                        ￥50,翔殷路1099号L1-44B,口味8.0                                环境7.7                                服务7.8
美食,炉鱼(五角场合生广场店),2394                    条点评,准四星商户,人均                                        ￥86,翔殷路1099号上海合生汇B2楼07号,口味8.0                                环境7.7                                服务7.8
美食,红唇串串香(合生汇店),473                    条点评,四星商户,人均                                        ￥33,翔殷路1099号合生国际广场B2层C14室,口味8.0                                环境7.7                                服务7.8
美食,奉茶(五角场店),148                    条点评,准五星商户,人均                                        ￥19,五角场国宾路99号,口味8.0                                环境7.7                                服务7.8
美食,小辉哥火锅(合生国际店),1620                    条点评,四星商户,人均                                        ￥133,黄兴路2228号L5-04号,口味8.0                                环境7.7                                服务7.8
美食,爱晒·我家酸菜鱼,283                    条点评,四星商户,人均                                        ￥83,五角场国济路30—5,口味8.0                                环境7.7                                服务7.8
美食,表叔茶餐厅(合生汇店),4309                    条点评,四星商户,人均                                        ￥70,翔殷路1099号合生汇B2,口味8.0                                环境7.7                                服务7.8
美食,和府捞面(合生店),2340                    条点评,四星商户,人均                                        ￥44,翔殷路1099号，合生广场B2－02,口味8.0                                环境7.7                                服务7.8
美食,寻蛙记炭烧牛蛙餐厅(合生汇店),2757                    条点评,四星商户,人均                                        ￥103,翔殷路1099号合生汇5F,口味8.0                                环境7.7                                服务7.8
美食,爱微卡(五角场店),33                    条点评,准四星商户,人均                                        ￥27,邯郸路399号D9铺,口味7.4                                环境7.4                                服务7.4
美食,东北风(特力时尚汇店),4773                    条点评,四星商户,人均                                        ￥57,邯郸路600号万达商业广场特力时尚汇1层,口味8.0                                环境7.7                                服务7.8
美食,中国（上海）创业者公共实训基地食堂,1                    条点评,准四星商户,人均                                    -,国定东路200号2号楼1楼,口味7.4                                环境7.4                                服务7.4
美食,南粤春大酒店,648                    条点评,四星商户,人均                                        ￥236,黄兴路2200号蓝天宾馆3/4层,口味8.0                                环境7.7                                服务7.8
美食,农夫烤薯,8                    条点评,准四星商户,人均                                    -,五角场邯郸路孺子牛杂旁,口味7.4                                环境7.4                                服务7.4
美食,一笼小确幸(合生汇店),3673                    条点评,四星商户,人均                                        ￥87,黄兴路2228号合生国际广场4层,口味8.0                                环境7.7                                服务7.8
美食,家乡阁,189                    条点评,准四星商户,人均                                        ￥59,邯郸路399号,口味7.4                                环境7.4                                服务7.4
美食,TPlus茶家(特力时尚汇店),811                    条点评,四星商户,人均                                        ￥18,邯郸路600号万达商业广场特力时尚汇1层,口味8.0                                环境7.7                                服务7.8
美食,水果羮八宝粥,11                    条点评,准四星商户,人均                                    -,政通路285弄,口味7.4                                环境7.4                                服务7.4
美食,串行天下(城市集市合生汇店),67                    条点评,准四星商户,人均                                        ￥27,黄兴路1167号,口味8.2                                环境8.4                                服务8.4
美食,味锦(城市集市合生汇店),252                    条点评,准四星商户,人均                                        ￥23,黄兴路合生汇国际广场B2层,口味8.2                                环境8.4                                服务8.4
美食,吴妈私房鱼圆,1                    条点评,准四星商户,人均                                    -,邯郸路397号,口味6.8                                环境6.8                                服务6.9
美食,缘丰料理(城市集市合生汇店),190                    条点评,准四星商户,人均                                        ￥77,黄兴路2228号合生汇B2层城市集市C5商铺,口味8.2                                环境8.4                                服务8.4
美食,弄堂模子(老上海味道),24                    条点评,准四星商户,人均                                        ￥20,五角场街道邯郸路399号,口味8.2                                环境8.4                                服务8.4
美食,碗上叫鸡(邯郸路店),5                    条点评,准四星商户,人均                                    -,邯郸路399号底楼A3,口味6.8                                环境6.8                                服务6.9
美食,唐饼家(百联又一城购物中心店),62                    条点评,准四星商户,人均                                        ￥80,淞沪路8号百联又一城购物中心B1层,口味8.2                                环境8.4                                服务8.4
美食,文本hahatea,41                    条点评,三星商户,人均                                        ￥17,国宾路91号-5,口味8.2                                环境8.4                                服务8.4
美食,凌鹭阁,3                    条点评,准四星商户,人均                                    -,邯郸路399号,口味6.8                                环境6.8                                服务6.9
美食,和米堂(百联又一城),152                    条点评,准四星商户,人均                                        ￥19,淞沪路8号,口味8.2                                环境8.4                                服务8.4
美食,撸啊撸串,5                    条点评,准四星商户,人均                                    -,翔殷路1099号合生汇B2,口味8.2                                环境8.4                                服务8.4
美食,三个国王,1                    条点评,准四星商户,人均                                    -,邯郸路600号第一食品商店,口味6.8                                环境6.8                                服务6.9
美食,红房子西点(万达店),187                    条点评,准四星商户,人均                                        ￥36,淞沪路77号万达广场2层,口味8.2                                环境8.4                                服务8.4
美食,wein friends,5                    条点评,准四星商户,人均                                    -,淞沪路8号百联又一城八楼,口味6.8                                环境6.8                                服务6.9
美食,港式铁板炒饭(大学路店),6                    条点评,准四星商户,人均                                    -,政通路189号,口味6.8                                环境6.8                                服务6.9
美食,爱茜茜里意大利健康冰淇淋(五角场万达店),1583                    条点评,四星商户,人均                                        ￥30,淞沪路77号万达广场B1层146号,口味8.2                                环境8.4                                服务8.4
美食,越光米,6                    条点评,准四星商户,人均                                    -,黄兴路1167号,口味6.8                                环境6.8                                服务6.9
美食,星轩咖啡,23                    条点评,准四星商户,人均                                        ￥12,国宾路100号,口味6.8                                环境6.8                                服务6.9
美食,Joytalk 沙拉(五角场店),114                    条点评,准四星商户,人均                                        ￥33,黄兴路2228号地下二层04号,口味8.2                                环境8.4                                服务8.4
美食,天使之橙,10                    条点评,准四星商户,人均                                        ￥14,10号线五角场站内,口味6.8                                环境6.8                                服务6.9
美食,三六九农家菜,3                    条点评,准四星商户,人均                                    -,五角场地铁旁,口味6.8                                环境6.8                                服务6.9
美食,快乐柠檬(合生汇二店),218                    条点评,准四星商户,人均                                        ￥14,黄兴路2228号合生汇B2层40、41、47号,口味8.2                                环境8.4                                服务8.4
