subscriberID,churn,gender,AGE,edu_class,incomeCode,duration,feton,peakMinAv,peakMinDiff,posTrend,negTrend,nrProm,prom,curPlan,avgplan,planChange,posPlanChange,negPlanChange,call_10086
74691548.000000,0.000000,0.000000,27.000000,0.000000,20.000000,8.000000,1.000000,8.000000,15.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74697908.000000,1.000000,1.000000,38.000000,0.000000,35.000000,3.000000,1.000000,136.333333,-77.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
74700012.000000,1.000000,1.000000,33.000000,1.000000,18.000000,14.000000,1.000000,6.666667,-15.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
74700391.000000,1.000000,1.000000,32.000000,0.000000,26.000000,3.000000,1.000000,24.000000,-27.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74702694.000000,0.000000,0.000000,15.000000,3.000000,30.000000,16.000000,0.000000,284.000000,-65.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74703034.000000,0.000000,0.000000,16.000000,0.000000,1.000000,6.000000,1.000000,291.000000,18.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74707187.000000,1.000000,0.000000,26.000000,1.000000,23.000000,3.000000,0.000000,285.000000,246.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74718263.000000,0.000000,1.000000,13.000000,2.000000,33.000000,17.000000,0.000000,308.666667,-91.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74719061.000000,0.000000,0.000000,47.000000,1.000000,8.000000,24.000000,0.000000,76.000000,21.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74721461.000000,1.000000,0.000000,38.000000,0.000000,49.000000,5.000000,0.000000,230.500000,-267.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74724632.000000,1.000000,0.000000,39.000000,0.000000,52.000000,2.000000,0.000000,225.833333,-216.500000,0.000000,1.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74727935.000000,1.000000,1.000000,34.000000,2.000000,2.000000,13.000000,1.000000,147.666667,-24.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74741920.000000,0.000000,0.000000,17.000000,0.000000,8.000000,31.000000,1.000000,264.666667,-42.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74743263.000000,1.000000,1.000000,29.000000,1.000000,45.000000,10.000000,0.000000,206.000000,-182.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74746248.000000,1.000000,1.000000,22.000000,2.000000,10.000000,8.000000,0.000000,119.333333,-135.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
74748664.000000,1.000000,1.000000,40.000000,1.000000,32.000000,3.000000,1.000000,405.666667,189.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74752385.000000,0.000000,0.000000,45.000000,1.000000,11.000000,12.000000,0.000000,92.333333,-61.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74752778.000000,1.000000,1.000000,20.000000,1.000000,51.000000,14.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74755905.000000,0.000000,1.000000,23.000000,1.000000,48.000000,9.000000,1.000000,110.000000,-87.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74757919.000000,1.000000,0.000000,22.000000,0.000000,50.000000,5.000000,0.000000,155.000000,-60.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74760888.000000,0.000000,0.000000,59.000000,1.000000,4.000000,24.000000,1.000000,81.000000,114.000000,1.000000,0.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74770847.000000,0.000000,0.000000,25.000000,1.000000,8.000000,40.000000,1.000000,88.666667,74.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74772499.000000,1.000000,0.000000,28.000000,0.000000,12.000000,9.000000,1.000000,341.666667,-40.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74782067.000000,1.000000,0.000000,19.000000,0.000000,51.000000,3.000000,0.000000,134.666667,-323.000000,0.000000,1.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74786542.000000,1.000000,1.000000,15.000000,1.000000,11.000000,5.000000,1.000000,242.666667,-419.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74789169.000000,1.000000,0.000000,24.000000,1.000000,46.000000,3.000000,0.000000,1.000000,-3.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
74789958.000000,0.000000,0.000000,45.000000,2.000000,45.000000,15.000000,1.000000,12.666667,8.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74790454.000000,1.000000,0.000000,35.000000,2.000000,3.000000,6.000000,0.000000,224.666667,230.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74792377.000000,1.000000,1.000000,27.000000,1.000000,48.000000,5.000000,0.000000,247.000000,-741.000000,0.000000,1.000000,0.000000,0.000000,4.000000,4.000000,0.000000,0.000000,0.000000,1.000000
74793222.000000,0.000000,1.000000,13.000000,1.000000,38.000000,23.000000,1.000000,138.333333,-52.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74796418.000000,1.000000,1.000000,14.000000,0.000000,13.000000,5.000000,0.000000,301.000000,1.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74796444.000000,1.000000,1.000000,21.000000,2.000000,24.000000,5.000000,1.000000,184.000000,-278.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74803794.000000,1.000000,1.000000,27.000000,0.000000,53.000000,7.000000,1.000000,143.000000,28.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74804385.000000,1.000000,1.000000,22.000000,1.000000,9.000000,16.000000,1.000000,345.333333,-304.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74804810.000000,1.000000,1.000000,20.000000,0.000000,50.000000,10.000000,1.000000,285.333333,-202.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74805147.000000,1.000000,1.000000,28.000000,0.000000,20.000000,5.000000,1.000000,348.000000,-41.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74805221.000000,0.000000,1.000000,47.000000,1.000000,22.000000,22.000000,1.000000,286.666667,133.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74805224.000000,0.000000,1.000000,18.000000,0.000000,4.000000,35.000000,1.000000,124.333333,-8.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
74805409.000000,1.000000,1.000000,22.000000,0.000000,48.000000,14.000000,0.000000,347.000000,-651.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74805572.000000,0.000000,0.000000,32.000000,0.000000,35.000000,10.000000,0.000000,167.666667,27.000000,1.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000
74805662.000000,1.000000,1.000000,11.000000,0.000000,46.000000,3.000000,0.000000,36.333333,-98.000000,0.000000,1.000000,0.000000,0.000000,4.000000,4.000000,0.000000,0.000000,0.000000,0.000000
74805753.000000,1.000000,0.000000,16.000000,1.000000,27.000000,3.000000,0.000000,51.333333,-83.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74805865.000000,0.000000,1.000000,14.000000,0.000000,2.000000,14.000000,1.000000,118.000000,-197.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74806173.000000,1.000000,0.000000,13.000000,0.000000,15.000000,4.000000,0.000000,335.333333,30.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74806245.000000,0.000000,0.000000,38.000000,3.000000,51.000000,35.000000,1.000000,61.000000,-46.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74806523.000000,0.000000,1.000000,22.000000,2.000000,4.000000,37.000000,1.000000,283.666667,-111.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74806611.000000,1.000000,0.000000,12.000000,0.000000,13.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
74806672.000000,0.000000,0.000000,49.000000,0.000000,49.000000,21.000000,1.000000,6.000000,-18.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74806849.000000,0.000000,1.000000,29.000000,1.000000,19.000000,8.000000,0.000000,251.000000,-134.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74807042.000000,0.000000,0.000000,18.000000,1.000000,9.000000,10.000000,1.000000,272.000000,67.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74807048.000000,1.000000,1.000000,16.000000,1.000000,25.000000,13.000000,1.000000,173.000000,-462.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74807124.000000,1.000000,1.000000,27.000000,0.000000,40.000000,3.000000,1.000000,542.333333,70.000000,1.000000,0.000000,0.000000,0.000000,4.000000,4.000000,0.000000,0.000000,0.000000,1.000000
74807200.000000,0.000000,1.000000,44.000000,0.000000,18.000000,11.000000,1.000000,113.666667,-49.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74807375.000000,0.000000,0.000000,27.000000,2.000000,7.000000,25.000000,1.000000,221.000000,-60.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74807822.000000,0.000000,1.000000,47.000000,0.000000,15.000000,28.000000,0.000000,61.333333,34.000000,1.000000,0.000000,3.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
74808006.000000,0.000000,0.000000,24.000000,2.000000,10.000000,34.000000,0.000000,203.000000,-1.000000,0.000000,1.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74808067.000000,1.000000,0.000000,31.000000,1.000000,51.000000,13.000000,1.000000,56.000000,-168.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74808121.000000,1.000000,1.000000,32.000000,3.000000,47.000000,4.000000,0.000000,415.333333,-1180.000000,0.000000,1.000000,0.000000,0.000000,4.000000,4.000000,0.000000,0.000000,0.000000,1.000000
74808210.000000,0.000000,0.000000,16.000000,0.000000,3.000000,10.000000,1.000000,397.333333,-5.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74808388.000000,1.000000,1.000000,36.000000,0.000000,39.000000,6.000000,1.000000,71.000000,-18.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74808411.000000,0.000000,1.000000,76.000000,0.000000,8.000000,7.000000,1.000000,6.666667,11.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74808609.000000,1.000000,1.000000,43.000000,1.000000,5.000000,16.000000,1.000000,341.333333,-432.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74808757.000000,1.000000,1.000000,24.000000,0.000000,54.000000,14.000000,0.000000,251.000000,-381.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74809107.000000,1.000000,1.000000,49.000000,2.000000,51.000000,7.000000,0.000000,204.500000,-39.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74809115.000000,0.000000,1.000000,23.000000,1.000000,29.000000,14.000000,1.000000,145.000000,60.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74809185.000000,1.000000,0.000000,26.000000,0.000000,40.000000,8.000000,1.000000,125.000000,-127.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74809260.000000,1.000000,1.000000,48.000000,0.000000,32.000000,15.000000,0.000000,7.000000,7.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74809351.000000,1.000000,1.000000,30.000000,0.000000,3.000000,13.000000,1.000000,148.666667,45.000000,1.000000,0.000000,3.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
74809647.000000,1.000000,0.000000,26.000000,0.000000,16.000000,3.000000,0.000000,319.500000,39.500000,1.000000,0.000000,2.000000,1.000000,3.000000,2.000000,2.000000,1.000000,0.000000,0.000000
74809701.000000,1.000000,1.000000,31.000000,0.000000,42.000000,4.000000,0.000000,160.000000,53.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74809927.000000,0.000000,1.000000,20.000000,2.000000,12.000000,9.000000,1.000000,192.333333,-16.000000,0.000000,1.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,1.000000
74809947.000000,0.000000,0.000000,16.000000,2.000000,36.000000,41.000000,1.000000,259.000000,93.000000,1.000000,0.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74810008.000000,0.000000,0.000000,54.000000,3.000000,37.000000,16.000000,1.000000,187.333333,-26.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74810294.000000,1.000000,1.000000,36.000000,2.000000,43.000000,12.000000,0.000000,213.666667,1.000000,1.000000,0.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74810511.000000,1.000000,1.000000,28.000000,1.000000,12.000000,4.000000,1.000000,335.000000,-132.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74810517.000000,0.000000,0.000000,14.000000,2.000000,24.000000,11.000000,0.000000,306.000000,-9.000000,0.000000,1.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,1.000000
74810745.000000,0.000000,1.000000,22.000000,1.000000,45.000000,34.000000,0.000000,198.666667,163.000000,1.000000,0.000000,3.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74810844.000000,0.000000,1.000000,10.000000,1.000000,17.000000,21.000000,1.000000,281.000000,1.000000,1.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,1.000000
74810965.000000,0.000000,0.000000,14.000000,0.000000,5.000000,20.000000,0.000000,74.000000,-48.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74811363.000000,1.000000,0.000000,17.000000,0.000000,44.000000,9.000000,0.000000,61.333333,-103.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74811377.000000,0.000000,0.000000,12.000000,1.000000,2.000000,12.000000,1.000000,111.000000,-114.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74811379.000000,0.000000,0.000000,32.000000,1.000000,47.000000,21.000000,1.000000,438.333333,-198.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74811525.000000,0.000000,0.000000,47.000000,2.000000,16.000000,35.000000,1.000000,350.000000,42.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74811933.000000,1.000000,1.000000,25.000000,0.000000,51.000000,2.000000,1.000000,26.333333,39.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74812166.000000,1.000000,1.000000,19.000000,2.000000,48.000000,19.000000,1.000000,247.333333,122.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74812278.000000,0.000000,0.000000,26.000000,0.000000,22.000000,20.000000,0.000000,168.666667,-57.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74812450.000000,0.000000,0.000000,24.000000,1.000000,52.000000,10.000000,1.000000,88.333333,3.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74812577.000000,0.000000,0.000000,51.000000,1.000000,3.000000,11.000000,1.000000,42.000000,-16.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74812598.000000,0.000000,0.000000,24.000000,2.000000,52.000000,17.000000,1.000000,230.333333,-178.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74812677.000000,0.000000,0.000000,47.000000,0.000000,27.000000,19.000000,1.000000,61.666667,-20.000000,0.000000,1.000000,3.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
74812976.000000,1.000000,1.000000,16.000000,2.000000,25.000000,5.000000,1.000000,365.666667,-122.000000,0.000000,1.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74813092.000000,0.000000,1.000000,43.000000,0.000000,55.000000,8.000000,0.000000,71.000000,-36.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74813136.000000,1.000000,1.000000,25.000000,0.000000,45.000000,2.000000,1.000000,225.000000,-12.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
74813265.000000,1.000000,1.000000,44.000000,1.000000,52.000000,3.000000,1.000000,130.666667,-74.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74813345.000000,1.000000,0.000000,15.000000,0.000000,23.000000,3.000000,0.000000,316.333333,-222.000000,0.000000,1.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74813552.000000,0.000000,0.000000,50.000000,3.000000,2.000000,34.000000,0.000000,219.000000,179.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74813640.000000,0.000000,0.000000,43.000000,1.000000,26.000000,12.000000,0.000000,219.333333,18.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74813691.000000,1.000000,1.000000,49.000000,1.000000,62.000000,3.000000,1.000000,140.666667,-422.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74813914.000000,0.000000,1.000000,60.000000,2.000000,38.000000,45.000000,1.000000,158.333333,-87.000000,0.000000,1.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,1.000000
74813926.000000,0.000000,0.000000,17.000000,0.000000,47.000000,11.000000,1.000000,359.000000,7.000000,1.000000,0.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74813944.000000,1.000000,0.000000,16.000000,1.000000,21.000000,11.000000,1.000000,279.000000,-391.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74814013.000000,0.000000,1.000000,44.000000,1.000000,43.000000,23.000000,1.000000,125.666667,12.000000,1.000000,0.000000,2.000000,1.000000,2.000000,2.000000,0.000000,0.000000,0.000000,1.000000
74814072.000000,1.000000,0.000000,16.000000,2.000000,33.000000,10.000000,0.000000,167.500000,-184.500000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74814079.000000,0.000000,0.000000,23.000000,1.000000,15.000000,15.000000,0.000000,188.000000,-47.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74814246.000000,0.000000,0.000000,17.000000,0.000000,26.000000,30.000000,1.000000,223.333333,-72.000000,0.000000,1.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,1.000000
74814276.000000,0.000000,0.000000,42.000000,2.000000,55.000000,23.000000,1.000000,86.333333,132.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74814284.000000,1.000000,0.000000,32.000000,2.000000,58.000000,13.000000,0.000000,73.666667,-129.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74814362.000000,0.000000,0.000000,29.000000,2.000000,6.000000,16.000000,1.000000,256.666667,46.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74814479.000000,0.000000,0.000000,46.000000,0.000000,6.000000,7.000000,0.000000,196.666667,31.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74814694.000000,1.000000,1.000000,45.000000,1.000000,15.000000,3.000000,0.000000,218.333333,-117.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74814855.000000,1.000000,1.000000,27.000000,2.000000,15.000000,5.000000,0.000000,162.666667,-367.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74815030.000000,0.000000,1.000000,34.000000,0.000000,8.000000,15.000000,1.000000,244.666667,-58.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74815121.000000,0.000000,1.000000,53.000000,1.000000,43.000000,13.000000,0.000000,226.666667,76.000000,1.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,1.000000
74815290.000000,0.000000,0.000000,51.000000,0.000000,1.000000,9.000000,1.000000,16.333333,18.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
74815334.000000,0.000000,0.000000,47.000000,0.000000,1.000000,24.000000,0.000000,123.666667,148.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74815349.000000,0.000000,0.000000,48.000000,3.000000,13.000000,24.000000,1.000000,194.333333,-208.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74815355.000000,1.000000,0.000000,47.000000,0.000000,1.000000,2.000000,1.000000,275.000000,-132.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74815586.000000,0.000000,0.000000,27.000000,1.000000,50.000000,35.000000,0.000000,234.666667,197.000000,1.000000,0.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74815624.000000,1.000000,1.000000,14.000000,1.000000,11.000000,17.000000,0.000000,334.666667,-147.000000,0.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74815653.000000,0.000000,0.000000,23.000000,1.000000,10.000000,34.000000,1.000000,275.000000,1.000000,1.000000,0.000000,1.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74815668.000000,0.000000,1.000000,53.000000,1.000000,60.000000,32.000000,1.000000,288.000000,163.000000,1.000000,0.000000,1.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74815698.000000,0.000000,1.000000,19.000000,2.000000,22.000000,32.000000,1.000000,159.333333,-5.000000,0.000000,1.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74815757.000000,0.000000,0.000000,14.000000,1.000000,24.000000,19.000000,1.000000,130.333333,-55.000000,0.000000,1.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74816038.000000,1.000000,1.000000,38.000000,2.000000,19.000000,6.000000,1.000000,378.666667,134.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74816134.000000,0.000000,0.000000,48.000000,2.000000,41.000000,10.000000,0.000000,67.333333,73.000000,1.000000,0.000000,3.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74816195.000000,0.000000,0.000000,18.000000,0.000000,27.000000,5.000000,1.000000,81.333333,17.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74816241.000000,1.000000,1.000000,32.000000,1.000000,47.000000,7.000000,0.000000,145.000000,73.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74816289.000000,1.000000,1.000000,10.000000,1.000000,20.000000,8.000000,0.000000,284.333333,101.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74816382.000000,0.000000,0.000000,35.000000,1.000000,14.000000,22.000000,1.000000,41.666667,15.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
74816488.000000,0.000000,1.000000,34.000000,3.000000,5.000000,18.000000,0.000000,223.000000,32.000000,1.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,1.000000
74816631.000000,0.000000,1.000000,25.000000,1.000000,59.000000,16.000000,0.000000,208.666667,13.000000,1.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,0.000000,1.000000
74816707.000000,1.000000,1.000000,14.000000,0.000000,36.000000,2.000000,0.000000,349.333333,51.000000,1.000000,0.000000,1.000000,1.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000
74816727.000000,0.000000,0.000000,25.000000,1.000000,37.000000,6.000000,0.000000,144.000000,-44.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
74816744.000000,0.000000,0.000000,18.000000,1.000000,18.000000,15.000000,1.000000,108.666667,-61.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000
74816859.000000,0.000000,1.000000,20.000000,0.000000,11.000000,15.000000,0.000000,74.000000,55.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
