loan_id,account_id,date,amount,duration,payments,status
6857,9159,1998-06-08,69600,48,1450,C
6450,7099,1998-06-10,234336,48,4882,C
7221,10915,1998-06-11,152460,60,2541,C
5527,2728,1998-06-15,156420,60,2607,C
5620,3161,1998-06-16,30012,12,2501,C
6215,5944,1998-06-18,78720,48,1640,C
7167,10644,1998-06-18,269964,36,7499,C
5823,4144,1998-06-21,212976,36,5916,C
6207,5912,1998-06-23,184620,60,3077,C
6932,9491,1998-06-25,225504,48,4698,C
5669,3403,1998-06-27,71820,36,1995,C
5154,993,1998-07-01,108720,60,1812,C
7168,10645,1998-07-05,208332,36,5787,C
5585,2988,1998-07-08,88608,12,7384,C
7200,10799,1998-07-11,31140,60,519,C
6539,7559,1998-07-11,12792,12,1066,C
5774,3916,1998-07-12,96984,36,2694,C
6357,6706,1998-07-12,64860,60,1081,C
5042,330,1998-07-12,331584,48,6908,C
5015,226,1998-07-12,109344,12,9112,C
5354,2000,1998-07-14,290820,60,4847,C
6054,5180,1998-07-16,58764,12,4897,C
7295,11328,1998-07-18,280440,60,4674,C
5365,2055,1998-07-19,271260,60,4521,C
6755,8713,1998-07-24,170700,60,2845,C
5991,4858,1998-07-27,335184,48,6983,D
7035,10005,1998-07-29,210744,36,5854,C
5893,4467,1998-08-03,86184,36,2394,C
7164,10613,1998-08-15,249792,48,5204,C
5304,1718,1998-08-20,172272,24,7178,C
5561,2910,1998-08-29,437460,60,7291,C
5520,2699,1998-08-30,231168,48,4816,C
5241,1389,1998-09-02,125472,24,5228,C
7096,10257,1998-09-02,37812,12,3151,C
6078,5283,1998-09-09,170832,48,3559,C
5046,349,1998-09-09,42816,12,3568,C
5334,1876,1998-09-10,209040,24,8710,C
6969,9673,1998-09-12,88200,36,2450,C
6821,9037,1998-09-15,321936,48,6707,C
5760,3862,1998-09-18,74916,36,2081,C
5614,3137,1998-09-21,253560,60,4226,C
7091,10243,1998-09-22,113436,36,3151,C
5698,3556,1998-09-22,174840,60,2914,C
5169,1068,1998-09-24,253200,60,4220,C
7294,11327,1998-09-27,39168,24,1632,C
5318,1808,1998-09-30,385584,48,8033,C
5368,2073,1998-10-05,44640,24,1860,C
6923,9433,1998-10-05,44640,24,1860,C
5463,2413,1998-10-06,17952,12,1496,C
5265,1498,1998-10-07,165780,60,2763,C
6321,6505,1998-10-08,38496,12,3208,C
5226,1318,1998-10-11,185544,36,5154,C
6868,9208,1998-10-12,82128,24,3422,C
4967,37,1998-10-14,318480,60,5308,D
5293,1656,1998-10-29,189792,48,3954,C
5865,4354,1998-10-30,327660,60,5461,C
5841,4268,1998-11-04,41988,12,3499,C
5526,2725,1998-11-08,69624,36,1934,C
6852,9140,1998-11-10,16032,48,334,C
6469,7180,1998-11-17,99744,24,4156,C
6168,5698,1998-11-21,99216,36,2756,C
7292,11317,1998-11-22,317460,60,5291,C
5036,309,1998-11-25,91248,48,1901,C
5644,3293,1998-11-27,276084,36,7669,C
6856,9156,1998-12-01,163332,36,4537,C
5428,2262,1998-12-02,230220,36,6395,C
5027,276,1998-12-02,160920,36,4470,C
4989,105,1998-12-05,352704,48,7348,C
5221,1284,1998-12-05,52512,12,4376,C
6402,6922,1998-12-06,139488,24,5812,C
5346,1928,1998-12-06,55632,24,2318,C
6748,8645,1998-12-08,240900,60,4015,C
