client_id,sex,birth_date,district_id
1120,女,1973-10-21,41
1121,男,1939-03-02,59
1122,男,1921-02-18,20
1123,女,1922-08-26,20
1124,男,1928-04-12,21
1125,女,1934-03-30,9
1126,男,1935-10-23,9
1127,男,1974-11-12,23
1128,男,1930-07-16,7
1129,男,1931-09-24,43
1130,女,1940-11-26,70
1131,女,1947-10-28,55
1132,男,1948-03-21,55
1133,女,1958-09-15,37
1134,男,1959-10-01,37
1135,男,1952-07-21,8
1136,女,1976-09-18,9
1137,女,1977-03-05,1
1138,女,1970-09-30,70
1139,男,1973-09-22,70
1140,男,1946-02-24,18
1141,女,1941-04-22,21
1142,女,1946-11-19,59
1143,男,1946-05-15,59
1145,女,1968-09-14,58
1146,男,1965-11-14,54
1147,男,1930-05-12,3
1148,男,1941-05-15,41
1149,女,1976-09-25,14
1150,女,1945-06-24,74
1151,男,1973-03-06,59
1152,男,1981-03-12,74
1153,女,1980-11-15,70
1154,男,1924-01-31,72
1155,女,1922-07-10,72
1156,女,1933-11-11,1
1157,女,1958-12-30,4
1158,女,1954-08-21,1
1159,男,1944-02-03,64
1160,女,1938-07-28,64
1161,男,1973-05-25,7
1162,女,1975-02-19,26
1163,男,1964-08-28,20
1164,女,1959-09-14,15
1165,女,1942-10-02,15
1166,男,1959-06-27,74
1167,女,1954-03-17,74
1168,男,1978-05-31,19
1169,女,1941-01-24,18
1170,男,1977-04-28,12
1171,女,1974-03-28,46
1172,女,1923-06-13,54
1173,男,1922-06-02,54
1174,女,1970-03-13,29
1175,男,1925-10-25,1
1176,女,1918-08-31,1
1177,女,1939-06-21,77
1178,女,1971-10-04,1
1179,女,1930-10-05,1
1180,男,1944-10-06,21
1181,男,1939-11-12,1
1182,女,1946-10-16,66
1183,男,1942-11-29,54
1186,女,1947-08-05,2
1187,女,1961-09-06,32
1188,男,1968-09-19,32
1189,女,1932-02-15,74
1190,女,1976-04-12,15
1191,男,1977-06-02,15
1192,女,1925-01-01,10
1193,男,1926-01-29,19
1194,女,1939-06-14,17
1195,女,1939-01-22,39
1196,男,1943-04-16,22
1197,女,1966-10-02,6
1198,女,1975-02-17,72
1199,女,1976-10-24,64
1200,女,1931-11-17,47
1201,男,1945-09-10,54
1202,女,1980-10-11,47
1204,女,1974-11-09,77
1206,男,1957-06-21,50
1207,女,1939-09-17,28
1208,女,1975-09-01,70
1209,女,1957-04-09,36
1210,男,1961-10-12,6
1211,男,1978-07-14,1
1212,女,1927-09-19,13
1213,男,1966-04-28,1
1214,男,1940-11-15,61
1215,男,1944-05-06,45
1216,女,1945-06-12,65
1217,男,1937-04-17,59
1218,男,1980-05-27,74
1219,男,1944-07-31,1
1220,女,1953-12-16,40
1221,女,1973-05-18,14
1222,女,1939-11-30,7
1223,女,1955-08-13,14
1224,男,1938-05-12,56
1225,男,1946-08-21,42
1226,女,1951-04-14,33
1227,男,1955-10-02,33
1228,女,1949-08-28,21
1229,男,1971-02-02,19
1231,女,1965-09-27,20
1232,男,1959-04-13,20
1233,男,1942-10-22,68
1234,男,1975-01-15,23
1235,女,1979-07-12,23
1236,女,1967-04-28,26
1237,男,1923-11-07,57
1238,男,1935-09-01,74
1239,女,1976-09-09,11
1240,女,1976-08-24,32
1241,女,1942-12-17,73
1242,女,1944-08-21,73
1243,女,1974-10-05,11
1244,男,1964-05-02,1
1245,男,1979-08-13,64
1246,男,1962-11-19,70
1247,女,1969-10-09,70
1248,男,1971-06-24,19
1250,女,1952-08-01,43
1251,男,1959-05-30,1
1252,女,1953-08-19,1
1253,女,1967-08-28,14
1254,女,1939-08-31,3
1255,女,1966-08-07,1
1256,女,1955-11-13,46
1257,女,1928-09-01,35
1258,男,1924-09-20,35
1259,男,1966-09-29,18
1260,女,1945-01-03,57
1261,男,1951-09-28,57
1262,男,1952-04-03,35
1263,女,1959-02-25,35
1264,女,1976-10-03,61
1265,女,1958-12-21,57
1266,女,1952-11-24,71
1267,女,1954-02-11,29
1268,男,1949-03-30,29
1269,女,1948-12-31,1
1270,男,1930-05-16,13
1271,男,1935-11-29,47
1272,男,1944-04-15,8
1273,男,1978-06-15,6
1274,男,1976-01-25,44
1275,女,1951-10-10,1
1276,女,1942-04-26,68
1277,男,1931-04-07,70
1278,男,1978-09-12,72
1279,男,1956-07-11,16
1280,男,1952-05-08,34
1281,女,1949-12-28,34
1282,男,1936-11-27,52
1283,女,1939-02-09,66
1284,男,1943-08-04,66
1285,男,1939-11-26,62
1286,女,1950-03-13,52
1287,女,1944-08-09,65
1288,男,1972-05-20,73
1289,男,1946-09-18,59
1290,男,1976-01-29,35
1291,女,1964-04-18,1
1292,男,1977-04-28,14
1293,男,1927-01-29,1
1294,女,1930-05-29,1
1295,女,1944-02-09,74
1296,女,1959-08-01,55
1297,女,1918-01-28,64
1298,男,1921-03-15,64
1299,女,1920-10-16,2
1300,男,1979-10-27,45
1303,女,1940-08-16,42
1304,男,1936-07-28,37
1305,女,1945-04-28,55
1306,女,1922-10-08,32
1307,男,1953-04-08,74
1308,男,1954-02-18,69
1309,男,1975-06-17,1
1310,女,1977-09-24,41
1311,女,1956-12-18,54
1312,女,1935-04-03,35
1313,男,1970-11-20,54
1314,女,1975-06-09,54
1315,男,1923-02-26,34
1316,女,1946-11-13,67
1317,男,1945-05-18,67
1318,男,1931-03-10,47
1321,女,1977-11-09,35
1322,女,1945-09-22,4
1323,男,1944-01-06,70
1324,女,1956-08-07,66
1325,男,1945-09-19,39
1326,女,1956-05-12,55
1327,女,1963-12-31,20
1328,女,1937-06-05,42
1329,男,1918-02-16,26
1330,男,1968-09-17,66
1331,男,1963-11-24,54
1332,女,1957-11-27,5
1333,男,1949-04-20,48
1334,男,1978-02-06,8
1335,女,1961-01-25,1
1336,男,1962-11-04,1
1337,女,1979-03-29,56
1338,男,1983-07-26,56
1339,男,1959-05-04,22
1340,女,1939-03-20,68
1341,女,1962-06-17,69
1343,女,1939-08-16,1
1344,男,1935-02-18,1
1345,男,1968-05-22,32
1346,男,1954-08-29,13
1347,男,1970-03-06,13
1348,女,1975-06-07,13
1349,女,1968-01-07,26
1350,男,1959-04-28,1
1351,女,1951-09-24,1
1352,女,1971-04-01,54
1353,男,1959-02-13,27
1354,男,1921-01-14,64
1355,女,1976-02-01,35
1356,男,1932-09-18,1
1359,女,1951-09-04,1
1360,男,1946-08-19,1
1361,女,1922-09-29,1
1362,男,1929-01-03,1
1363,女,1979-12-27,6
1364,男,1933-12-28,1
1365,女,1938-02-23,1
1366,女,1980-03-02,12
1367,女,1965-10-27,60
1368,男,1957-12-30,60
1369,男,1978-10-23,41
1370,女,1965-01-11,34
1371,女,1948-10-22,49
1372,女,1976-12-07,28
1373,女,1975-02-08,74
1375,男,1977-01-27,69
1376,男,1958-09-03,18
1377,女,1951-07-23,18
1378,女,1941-11-25,74
1379,男,1937-02-18,74
1380,女,1953-07-29,44
1382,女,1979-11-23,18
1383,男,1982-10-05,29
1384,女,1953-04-24,40
1385,男,1953-08-30,22
1386,女,1956-08-09,22
1387,女,1977-02-22,1
1388,女,1962-09-06,5
1389,女,1927-03-04,43
1390,女,1979-05-27,59
1391,男,1965-11-22,41
1392,男,1932-02-06,50
1393,女,1934-05-01,50
1394,女,1942-08-22,49
1395,男,1941-10-18,49
1396,女,1946-03-14,39
1397,女,1921-12-25,66
1401,男,1981-07-24,35
1402,男,1936-11-25,44
1403,女,1944-01-02,44
1404,女,1968-12-20,11
1406,女,1948-11-12,29
1407,男,1941-08-04,29
1408,男,1969-08-07,49
1409,男,1951-04-30,25
1410,男,1944-02-03,18
1411,女,1939-08-06,18
1412,男,1979-11-05,6
1413,女,1969-07-16,11
1414,女,1974-11-13,70
1416,男,1927-12-02,19
1417,女,1966-11-12,27
1418,女,1974-06-16,41
1419,女,1918-01-25,74
1420,男,1916-01-20,74
1421,女,1956-02-10,20
1422,女,1976-02-23,69
1423,男,1982-04-11,69
1424,男,1952-01-05,8
1425,男,1968-08-27,12
1426,女,1964-04-30,12
1427,女,1965-12-16,14
1428,男,1920-04-23,12
1429,女,1927-09-04,12
1430,女,1982-05-29,64
1431,女,1930-11-08,55
1432,女,1961-08-17,16
1433,女,1959-07-10,72
1434,男,1967-03-25,72
1435,男,1953-06-25,52
1438,女,1963-10-25,29
1439,男,1974-09-10,29
1440,男,1978-01-17,1
1441,女,1931-12-05,42
1442,男,1933-04-18,42
1443,男,1935-01-25,29
1444,女,1942-07-14,29
1445,男,1941-07-24,68
1446,男,1954-07-29,70
1447,女,1952-06-21,70
1448,女,1957-10-09,50
1449,男,1949-06-29,41
1450,女,1969-03-17,61
1452,女,1940-05-28,72
1453,女,1966-03-29,29
1454,男,1925-10-03,73
1455,女,1927-09-02,73
1456,男,1928-04-24,70
1457,女,1934-10-12,70
1458,男,1938-04-08,67
1459,男,1976-09-08,4
1460,女,1933-03-13,23
1461,男,1969-12-21,28
1462,男,1941-03-02,49
1463,女,1936-01-26,70
1464,女,1928-04-01,36
1465,男,1931-01-06,36
1466,男,1953-08-22,39
1467,男,1924-09-30,65
1468,女,1940-04-16,77
1469,女,1966-09-14,54
1470,男,1942-05-04,1
1471,女,1938-09-15,1
1472,女,1967-09-10,1
1473,女,1931-12-06,1
1474,女,1971-12-15,45
1475,男,1932-03-31,19
1476,男,1970-11-30,70
1478,男,1969-08-21,4
1479,男,1956-06-22,1
1480,男,1943-05-28,69
1481,女,1933-11-23,62
1482,女,1950-03-28,46
1483,女,1951-05-10,1
1484,男,1952-06-18,1
1485,男,1978-05-14,7
1486,女,1974-09-13,7
1487,女,1976-08-27,48
1488,男,1961-01-09,31
1489,男,1928-01-24,6
1490,男,1928-04-20,42
1491,男,1982-04-21,19
1492,女,1968-05-09,9
1493,男,1922-12-29,1
1494,女,1915-03-22,1
1495,女,1931-02-10,1
1496,女,1942-06-08,1
1497,女,1948-08-03,53
1498,男,1941-02-09,53
1499,女,1951-11-29,74
1500,男,1981-12-12,1
1501,男,1946-01-22,68
1502,男,1973-01-24,68
1503,男,1922-09-01,58
1504,女,1918-01-16,58
1505,女,1971-06-25,65
1506,男,1931-06-25,22
1507,女,1929-11-22,22
1508,女,1954-06-30,67
1509,女,1942-04-19,62
1510,女,1948-01-30,34
1511,女,1962-03-06,13
1512,女,1942-08-11,5
1513,男,1959-08-21,74
1514,男,1957-08-02,68
1516,女,1946-10-17,38
1517,男,1956-10-02,66
1518,女,1960-07-28,3
1519,男,1959-07-06,3
1520,男,1956-11-05,72
1521,男,1979-10-10,5
1522,女,1968-05-14,52
1523,女,1931-08-30,29
1524,女,1962-01-13,30
1525,男,1943-03-09,1
1526,女,1935-03-15,1
1527,男,1934-12-18,49
1528,男,1964-03-20,57
1529,女,1972-06-20,43
1530,女,1945-08-06,74
1531,女,1960-06-28,52
1532,男,1962-10-30,52
1533,男,1960-12-22,55
1534,女,1952-12-22,17
1535,男,1936-10-28,40
1536,女,1967-10-13,37
1537,男,1979-12-07,54
1539,男,1923-11-19,32
1540,男,1937-11-07,36
1541,女,1933-03-06,36
1542,男,1919-12-08,31
1543,女,1927-06-02,31
1546,男,1930-04-13,28
1547,女,1927-12-20,28
1548,男,1923-03-04,70
1549,女,1928-11-14,70
1550,女,1946-11-21,8
1554,男,1944-12-15,55
1555,男,1950-09-14,30
1556,男,1950-04-02,66
1557,女,1959-12-14,35
1558,女,1927-01-25,11
1559,男,1940-10-20,72
1561,女,1923-09-16,1
1562,男,1919-08-14,1
1563,男,1978-08-06,3
1564,女,1947-06-25,40
1565,男,1960-05-19,71
1566,女,1966-10-20,15
1567,男,1930-04-19,50
1568,女,1927-06-29,50
1569,女,1956-07-17,54
1570,男,1958-06-17,54
1571,女,1967-10-15,7
1572,女,1963-12-12,1
1574,男,1979-02-18,18
1575,女,1923-10-06,55
1576,男,1919-05-02,55
1577,男,1944-04-19,23
1578,女,1971-08-15,40
1579,男,1963-10-13,27
1580,女,1968-06-18,1
1581,女,1963-04-15,56
1582,男,1934-02-14,54
1583,女,1972-01-08,1
1584,女,1962-01-29,1
1585,男,1935-07-20,60
1586,女,1934-01-12,60
1587,男,1928-05-05,23
1588,男,1950-10-29,45
1589,女,1951-11-27,48
1590,女,1940-08-10,13
1591,女,1953-07-07,42
1592,男,1928-04-11,56
1593,女,1925-05-31,56
1594,男,1939-09-29,56
1595,女,1954-12-16,56
1596,女,1978-10-22,58
1597,男,1956-05-10,60
1598,男,1925-04-25,67
1599,男,1964-10-08,43
1600,女,1965-06-15,43
1601,女,1969-03-29,42
1602,男,1968-12-30,42
1603,男,1968-08-27,26
1604,女,1969-07-21,26
1605,女,1980-09-21,52
1606,男,1982-09-02,65
1607,女,1941-05-26,8
1608,男,1941-11-11,53
1609,女,1944-05-30,53
1610,女,1942-04-23,68
1611,女,1963-12-02,59
1612,男,1959-06-30,59
1613,男,1961-01-15,50
1614,男,1938-05-18,21
1615,女,1952-04-28,74
1616,男,1938-05-23,54
1617,女,1950-04-30,5
1618,女,1979-12-07,17
1619,女,1942-01-27,74
1620,男,1936-05-15,74
1621,女,1952-04-05,76
1622,男,1950-10-12,52
1623,男,1963-07-09,36
1624,男,1965-09-10,9
1625,女,1973-07-12,9
1628,女,1957-03-25,12
1629,男,1966-09-01,28
1630,女,1964-02-19,28
1631,男,1976-04-30,74
1632,女,1943-02-20,8
1633,女,1972-08-28,55
1634,男,1969-11-10,55
1635,女,1930-09-02,75
1636,男,1932-09-12,75
1637,男,1943-10-20,21
1638,女,1954-01-30,40
1639,女,1959-05-01,1
1640,女,1953-06-13,51
1641,女,1923-01-28,31
1642,女,1959-10-10,1
1643,女,1976-04-17,39
1644,男,1976-06-06,56
1645,女,1961-03-10,39
1646,男,1966-03-17,8
1647,女,1978-03-26,71
1648,男,1952-03-12,46
1649,女,1950-03-16,46
1650,男,1953-03-29,1
1651,女,1966-07-10,11
1653,男,1944-06-19,42
1654,男,1963-12-08,60
1655,男,1972-02-04,74
1656,女,1968-06-18,22
1657,男,1935-10-02,32
1658,女,1929-08-21,52
1659,女,1937-12-15,1
1660,女,1982-12-11,1
1661,女,1953-04-16,47
1662,男,1967-09-07,53
1663,男,1957-04-29,19
1664,女,1918-11-10,64
1665,男,1912-03-02,64
1666,男,1941-08-31,1
1667,女,1940-08-13,1
1668,女,1949-08-17,20
1669,男,1952-10-25,47
1670,男,1961-05-07,53
1671,女,1931-09-15,57
1672,男,1928-01-07,57
1673,男,1972-07-09,48
1674,女,1920-10-27,11
1675,男,1940-02-15,74
1676,男,1953-02-03,53
1677,女,1946-09-07,53
1679,女,1942-04-17,67
1680,女,1975-03-28,29
1681,男,1940-11-25,34
1682,男,1956-09-07,69
1683,女,1951-12-24,15
1684,男,1946-10-25,15
1685,女,1944-04-21,61
1686,女,1947-11-08,1
1687,男,1947-02-27,1
1688,男,1923-08-10,32
1689,男,1936-12-04,1
1690,女,1947-08-17,46
1691,女,1978-02-08,21
1692,男,1972-02-07,62
1693,女,1980-07-06,45
1694,男,1979-12-27,45
1696,女,1923-03-21,1
1697,女,1964-01-10,55
1698,男,1967-11-21,55
1699,男,1955-03-11,17
1700,男,1949-03-09,7
1701,女,1945-06-11,7
1702,女,1973-04-07,53
1703,男,1918-01-11,50
1704,女,1914-10-03,50
1705,女,1946-07-01,19
1706,男,1944-07-19,19
1707,男,1951-02-18,10
1709,女,1952-12-13,74
1710,男,1944-02-11,54
1711,女,1962-06-14,64
1712,男,1964-01-01,64
1713,男,1935-04-21,65
1714,男,1945-05-22,58
1717,女,1979-03-07,73
1718,男,1938-07-27,75
1719,男,1970-08-09,35
1720,女,1934-02-24,33
1721,男,1934-07-02,33
1722,男,1933-10-01,68
1723,女,1981-02-28,71
1724,女,1934-10-21,68
1725,女,1959-01-18,76
1726,男,1952-06-03,76
1727,男,1951-01-21,32
1728,女,1946-08-18,32
1729,男,1947-05-16,76
1730,男,1932-12-15,40
1731,女,1968-11-30,17
1733,女,1974-07-20,57
1734,男,1975-11-10,26
1735,女,1976-05-31,26
1736,女,1979-04-17,41
1737,男,1955-07-30,27
1738,女,1963-01-25,27
1741,男,1932-07-02,70
1742,男,1954-06-06,1
1743,男,1959-07-27,3
1744,女,1969-12-28,50
1745,女,1959-10-18,23
1746,女,1959-09-10,11
1747,男,1956-02-20,11
1748,男,1976-12-31,64
1749,女,1928-11-17,50
1750,男,1964-12-31,23
1751,男,1959-01-24,54
1752,男,1978-11-23,70
1753,女,1979-02-26,60
1754,男,1979-05-29,57
1755,女,1965-08-18,65
1756,男,1936-07-08,1
1757,女,1937-09-30,1
1758,男,1947-11-13,35
1759,女,1923-01-16,63
1760,男,1923-03-07,77
1761,男,1948-04-23,45
1762,男,1956-12-30,61
1763,男,1967-12-07,46
1764,男,1971-07-09,66
1765,男,1975-08-03,9
1768,男,1951-04-27,29
1769,男,1949-08-05,12
1770,女,1951-10-15,12
1771,女,1927-10-20,54
1772,女,1979-09-21,73
1774,女,1971-10-05,32
1775,男,1943-12-08,73
1776,女,1954-10-24,30
1777,女,1963-01-08,69
1778,男,1968-09-02,69
1779,男,1935-11-26,37
1780,女,1954-12-09,54
1781,男,1924-08-16,67
1782,男,1948-12-24,19
1783,女,1946-10-05,1
1784,女,1980-11-02,2
1785,男,1975-11-25,39
1786,女,1934-06-25,63
1787,男,1931-11-28,63
1788,男,1950-03-23,1
1789,女,1933-08-07,61
1790,男,1953-05-28,1
1791,女,1966-05-12,5
1792,男,1975-09-01,54
1793,女,1945-03-17,41
1794,女,1940-03-30,54
1795,女,1960-02-28,38
1796,男,1938-11-23,10
1797,女,1941-11-04,10
1798,男,1933-07-08,70
1799,男,1959-06-26,36
1800,女,1943-09-28,63
1801,男,1970-01-01,66
1802,女,1964-10-16,66
1803,女,1946-05-12,25
1806,男,1952-01-03,5
1807,男,1935-06-30,47
1808,女,1933-06-26,47
1809,男,1931-05-12,24
1810,男,1919-06-30,41
1811,男,1939-03-29,1
1812,女,1947-05-17,36
1813,男,1949-09-28,36
1814,男,1940-03-12,57
1815,女,1977-02-24,16
1816,男,1951-07-24,62
1817,女,1953-12-06,47
1818,男,1956-10-02,47
1819,女,1979-04-20,43
1820,女,1928-11-20,50
1821,男,1941-04-24,1
1822,女,1922-09-13,71
1823,女,1978-08-07,1
1824,男,1960-08-03,69
1825,女,1974-04-24,51
1826,男,1937-09-12,13
1827,女,1941-08-16,13
1828,男,1962-11-14,69
1829,女,1942-08-16,51
1830,男,1952-02-03,33
1831,男,1976-10-09,51
1832,女,1966-07-31,1
1833,男,1966-11-15,30
1834,男,1927-02-19,7
1835,女,1928-03-11,7
1836,女,1944-03-07,36
1837,男,1957-01-13,67
1838,女,1959-11-27,67
1839,女,1936-12-18,5
1840,男,1935-10-28,5
1841,女,1953-03-23,67
1842,男,1943-09-13,9
1843,女,1939-01-25,48
1844,女,1922-02-03,74
1845,男,1918-11-14,74
1846,男,1980-12-12,48
1847,女,1979-01-30,52
1848,女,1924-07-02,6
1849,女,1922-09-24,57
1850,女,1942-07-05,52
1851,女,1975-09-12,31
1852,男,1962-09-05,50
1853,男,1965-08-18,1
1854,女,1932-05-27,70
1856,女,1968-08-22,54
1857,男,1964-03-16,54
1860,女,1964-10-31,1
1861,男,1957-07-15,29
1862,女,1977-10-09,50
1863,男,1952-02-16,54
1864,男,1948-03-14,22
1865,女,1949-06-09,22
1866,女,1942-06-11,64
1867,女,1944-09-24,1
1868,男,1980-02-16,60
1869,女,1933-02-14,1
1870,男,1935-04-29,1
1871,女,1980-02-20,1
1872,女,1963-01-24,52
1873,男,1968-10-26,52
1874,男,1946-10-20,1
1875,男,1976-10-19,15
1876,男,1951-07-01,1
1877,女,1957-08-21,47
1878,男,1963-09-02,47
1879,女,1944-04-02,21
1880,男,1974-08-08,1
1881,男,1934-01-24,72
1882,女,1932-05-24,72
1883,女,1961-10-27,18
1884,女,1976-01-26,59
1885,女,1970-01-07,47
1886,男,1920-04-07,34
1887,男,1926-07-15,54
1888,女,1918-09-24,66
1889,女,1957-07-28,32
1890,女,1955-08-14,14
1891,女,1959-03-04,62
1892,男,1928-03-26,66
1893,女,1934-02-11,66
1894,女,1947-11-05,1
1895,女,1965-11-03,47
1896,男,1982-02-08,48
1897,女,1969-03-07,36
1898,男,1961-08-01,73
1899,男,1941-07-03,10
1900,男,1965-11-22,23
1901,女,1962-11-07,23
1903,女,1939-08-30,1
1904,男,1941-02-22,66
1905,女,1949-05-18,72
1906,男,1922-07-07,63
1907,女,1928-09-08,75
1908,男,1920-01-17,33
1909,女,1944-03-16,35
1910,男,1946-11-08,67
1911,女,1938-04-21,48
1912,男,1972-02-26,57
1913,男,1968-04-15,69
1914,女,1942-06-20,39
1915,男,1939-09-09,39
1916,男,1926-07-19,28
1917,女,1969-03-13,69
1919,男,1949-05-04,30
1920,男,1975-08-07,42
1921,女,1946-10-26,1
1922,男,1949-04-03,1
1923,女,1958-05-07,1
1924,男,1938-05-29,67
1925,男,1938-06-23,37
1926,女,1935-02-08,37
1927,男,1952-04-26,77
1928,女,1952-08-14,77
1929,女,1955-08-15,65
1930,女,1934-02-21,38
1931,女,1942-11-14,16
1932,女,1940-01-21,15
1934,女,1933-11-21,70
1935,女,1929-05-12,68
1936,女,1955-10-16,15
1937,男,1960-03-27,15
1938,女,1939-09-30,57
1939,男,1925-08-14,1
1940,女,1923-01-22,1
1941,女,1921-07-12,10
1942,男,1915-05-10,10
1943,男,1926-02-11,39
1944,女,1957-01-22,31
1945,男,1954-06-03,54
1946,男,1935-07-19,72
1947,男,1981-02-08,23
1948,女,1939-02-19,71
1949,男,1942-06-23,71
1950,男,1929-07-06,26
1951,男,1971-04-29,41
1952,女,1971-03-09,52
1953,男,1965-09-22,52
1954,男,1952-07-28,69
1955,女,1971-10-28,66
1956,女,1925-07-09,1
1957,男,1972-03-04,63
1958,女,1977-11-21,63
1959,男,1920-12-26,1
1960,男,1946-08-23,22
1961,女,1920-06-04,31
1962,男,1950-11-18,6
1963,男,1945-06-12,38
1964,男,1931-08-05,17
1965,男,1939-08-10,75
1966,女,1948-07-01,19
1967,女,1963-11-15,1
1968,男,1960-08-13,1
1969,女,1926-08-26,53
1970,女,1947-11-05,1
1971,女,1969-03-14,3
1972,女,1946-04-29,1
1973,女,1931-09-13,60
1974,男,1918-07-14,10
1975,女,1915-09-27,10
1976,男,1918-10-12,72
1977,女,1935-10-25,10
1978,女,1952-05-22,18
1979,女,1926-03-19,51
1980,男,1959-04-30,77
1981,女,1970-09-22,19
1982,男,1977-07-08,53
1983,女,1982-02-05,53
1984,男,1926-08-29,1
1985,男,1937-12-13,6
1986,女,1942-08-13,6
1988,男,1952-05-04,13
1989,女,1939-01-13,50
1990,男,1943-11-25,50
1991,男,1918-11-09,64
1993,男,1975-06-21,1
1994,女,1967-07-06,1
1995,女,1941-04-10,50
1996,男,1937-03-20,1
1997,女,1977-11-09,1
1998,女,1978-12-15,40
1999,女,1982-02-10,74
2000,女,1942-05-09,39
2001,女,1977-08-05,34
2002,女,1918-11-26,70
2003,男,1921-06-15,70
2004,女,1974-02-03,1
2005,男,1979-10-03,30
2006,女,1962-08-22,41
2007,男,1958-09-13,41
2008,男,1940-06-07,47
2009,男,1936-01-16,12
2010,男,1952-08-12,37
2011,女,1925-11-18,46
2012,男,1923-06-27,46
2013,女,1940-07-10,1
2015,女,1968-11-15,1
2016,男,1934-10-09,55
2017,女,1931-01-23,55
2018,女,1945-08-25,56
2019,男,1932-09-28,73
2020,女,1925-12-20,73
2021,男,1919-12-08,67
2022,男,1939-11-12,56
2023,女,1931-09-02,56
2024,男,1934-04-15,62
2025,男,1941-12-31,39
2026,女,1934-12-03,39
2027,男,1930-01-22,12
2028,女,1924-10-17,12
2029,女,1923-09-19,5
2030,女,1980-08-04,5
2031,男,1926-12-15,54
2032,男,1943-03-21,1
2033,女,1937-07-02,1
2034,男,1926-06-12,13
2035,女,1928-07-27,13
2037,女,1948-08-26,69
2038,女,1980-03-29,1
2039,女,1969-01-20,68
2040,男,1944-08-07,59
2041,男,1956-08-11,68
2042,男,1982-07-04,49
2043,女,1954-09-15,77
2044,女,1961-09-18,32
2045,男,1956-08-22,28
2046,女,1952-08-26,28
2047,女,1943-07-25,11
2048,女,1928-06-03,23
2049,男,1927-02-20,70
2050,女,1932-05-23,70
2051,女,1918-12-07,74
2052,男,1914-05-19,74
2053,男,1918-02-07,16
2054,男,1948-12-06,48
2055,女,1976-08-31,56
2056,男,1978-12-09,1
2057,女,1976-01-02,6
2058,男,1971-03-02,76
2059,男,1972-06-30,43
2060,女,1971-06-04,43
2061,男,1953-07-27,63
2062,女,1954-05-22,63
2063,女,1950-09-26,68
2064,男,1926-07-30,53
2065,男,1978-08-20,64
2066,男,1972-10-27,1
2067,男,1979-10-20,56
2068,女,1930-05-24,72
2069,女,1923-01-01,70
2070,女,1972-07-23,70
2071,男,1973-12-19,1
2072,女,1944-02-09,75
2073,男,1956-02-08,22
2074,女,1961-09-16,24
2075,男,1922-01-29,74
2076,女,1957-02-07,63
2077,女,1930-03-01,44
2078,女,1978-08-03,10
2079,女,1925-05-29,72
2080,男,1963-12-26,60
2081,女,1972-11-06,46
2082,男,1933-02-04,67
2083,男,1943-03-12,71
2084,女,1929-02-16,1
2085,男,1928-11-28,1
2086,女,1954-10-29,35
2087,男,1977-09-29,68
2088,女,1948-08-26,32
2089,女,1967-06-09,70
2090,男,1970-10-07,70
2091,女,1928-01-17,48
2092,男,1945-03-21,72
2093,男,1970-06-24,48
2094,女,1975-09-06,48
2095,男,1974-04-30,9
2096,女,1974-09-06,74
2097,男,1936-11-11,53
2098,女,1939-05-28,53
2099,男,1918-01-16,1
2100,女,1931-09-29,33
2101,男,1935-06-24,33
2102,男,1941-05-27,51
2103,女,1944-02-04,18
2104,男,1948-01-08,37
2105,女,1947-07-18,42
2106,女,1921-03-21,74
2107,男,1923-04-18,74
2108,女,1945-04-21,77
2109,女,1950-05-14,15
2110,女,1967-11-03,3
2111,女,1924-05-29,57
2112,男,1927-09-15,21
2113,男,1937-04-04,68
2114,男,1918-08-21,51
2115,女,1914-03-01,51
2116,男,1930-06-14,76
2117,男,1945-02-28,53
2118,男,1970-11-12,1
2119,女,1960-05-18,30
2121,男,1979-09-25,64
2122,女,1970-07-17,1
2123,男,1982-05-17,53
2124,女,1949-01-14,68
2125,男,1975-04-12,71
2126,女,1975-03-28,52
2128,女,1955-08-13,38
2129,男,1962-12-07,75
2130,女,1945-10-29,21
2131,女,1975-02-11,39
2132,男,1969-02-06,39
2133,女,1921-11-28,53
2134,男,1917-12-14,53
2135,女,1940-08-08,24
2136,女,1940-07-24,28
2137,女,1962-11-09,73
2138,男,1980-12-19,68
2139,女,1932-03-06,18
2140,男,1926-10-18,18
2141,男,1951-09-06,28
2142,女,1941-12-20,21
2143,男,1948-11-12,21
2144,女,1960-01-28,15
2145,女,1968-12-24,39
2146,男,1973-01-04,65
2147,女,1963-08-14,69
2148,女,1953-07-20,31
2149,女,1923-04-09,33
2150,男,1941-04-17,61
2151,女,1945-12-30,61
2152,女,1929-09-07,17
2153,女,1949-05-16,36
2154,女,1957-11-28,60
2155,男,1958-06-10,15
2156,女,1966-12-27,33
2157,男,1945-11-17,11
2158,男,1981-05-06,10
2159,女,1930-01-23,74
2160,男,1945-05-31,70
2161,女,1920-03-06,1
2162,男,1913-09-12,1
2163,男,1918-04-08,52
2164,男,1941-10-29,47
2165,女,1945-03-02,47
2166,女,1947-07-22,30
2167,男,1981-12-13,1
2168,女,1963-07-12,46
2169,男,1971-01-01,46
2170,男,1942-04-30,70
2171,男,1958-11-28,1
2172,女,1929-08-21,7
2173,女,1951-12-17,56
2174,女,1952-08-08,74
2175,女,1942-01-03,53
2176,男,1946-07-16,18
2177,女,1942-05-30,24
2178,男,1939-08-09,46
2179,女,1939-10-27,9
