card_id,disp_id,issued,type
178,1057,1998/11/21,普通卡
704,4553,1998/11/21,金卡
56,339,1998/11/22,普通卡
148,834,1998/11/22,普通卡
392,2496,1998/11/22,普通卡
523,3319,1998/11/23,青年卡
1175,12494,1998/11/24,普通卡
466,2998,1998/11/25,普通卡
500,3192,1998/11/26,普通卡
4,42,1998/11/26,普通卡
388,2488,1998/11/26,青年卡
164,992,1998/11/29,普通卡
489,3135,1998/11/29,普通卡
626,3992,1998/11/30,普通卡
1169,12354,1998/11/30,普通卡
1137,11771,1998/12/1,金卡
677,4382,1998/12/1,青年卡
20,131,1998/12/2,普通卡
657,4246,1998/12/2,青年卡
219,1329,1998/12/4,普通卡
819,5978,1998/12/6,金卡
1177,12535,1998/12/6,金卡
341,2156,1998/12/6,金卡
692,4493,1998/12/8,普通卡
715,4639,1998/12/8,青年卡
131,725,1998/12/8,普通卡
201,1223,1998/12/8,普通卡
605,3874,1998/12/11,普通卡
306,1929,1998/12/11,普通卡
378,2430,1998/12/11,普通卡
549,3504,1998/12/12,普通卡
371,2388,1998/12/13,金卡
147,826,1998/12/13,青年卡
527,3348,1998/12/14,青年卡
172,1030,1998/12/14,普通卡
886,7325,1998/12/15,普通卡
479,3085,1998/12/16,普通卡
691,4492,1998/12/16,普通卡
560,3577,1998/12/17,普通卡
452,2910,1998/12/19,普通卡
506,3236,1998/12/19,金卡
735,4772,1998/12/19,普通卡
654,4230,1998/12/21,普通卡
196,1197,1998/12/22,普通卡
473,3063,1998/12/22,普通卡
829,6255,1998/12/22,普通卡
310,1947,1998/12/23,青年卡
76,464,1998/12/23,普通卡
573,3638,1998/12/23,普通卡
240,1459,1998/12/23,普通卡
728,4725,1998/12/24,普通卡
924,7862,1998/12/24,普通卡
486,3128,1998/12/25,金卡
1081,10696,1998/12/25,普通卡
753,4974,1998/12/25,普通卡
442,2796,1998/12/26,普通卡
125,694,1998/12/26,金卡
674,4360,1998/12/28,普通卡
322,2063,1998/12/28,普通卡
685,4467,1998/12/29,普通卡
635,4083,1998/12/29,普通卡
