dist,roomnum,halls,AREA,floor,subway,school,price
haidian,3,1,73.85,high,1,0,54164
haidian,2,1,57,middle,1,0,67544
chaoyang,2,1,71.83,high,1,0,41766
chaoyang,2,2,104.85,middle,0,0,36720
chaoyang,3,1,128.49,low,1,0,35023
xicheng,3,1,141.88,middle,1,0,84579
xicheng,2,1,106.33,middle,1,0,73357
xicheng,1,1,67.35,high,1,0,66816
xicheng,2,2,91.55,low,1,1,66631
xicheng,3,1,126.43,high,1,0,63277
xicheng,3,1,126.43,middle,1,0,60904
fengtai,3,1,106,middle,1,0,42453
fengtai,2,1,79.43,low,1,0,42176
fengtai,2,1,80.39,high,1,0,37319
fengtai,1,1,60.49,low,1,0,33890
fengtai,2,1,96.85,middle,1,0,40269
fengtai,2,1,95.97,low,1,0,40117
fengtai,1,1,82,high,1,0,35366
shijingshan,3,2,161.55,low,0,0,47045
shijingshan,3,2,165,middle,0,0,45455
shijingshan,2,2,139.62,low,0,0,45123
shijingshan,4,2,220,high,0,0,43182
fengtai,2,1,99.85,middle,1,0,35053
fengtai,2,1,99.85,middle,1,0,33050
fengtai,3,2,148,high,1,0,29730
fengtai,3,1,165.62,high,1,0,27050
fengtai,3,2,125.82,middle,1,0,59609
fengtai,2,2,100.7,middle,1,0,59583
fengtai,2,2,97.65,low,1,0,59396
fengtai,2,2,106.99,low,1,0,52342
fengtai,3,2,133.39,low,1,0,50979
fengtai,3,2,125.95,middle,1,0,47480
fengtai,3,2,133.39,middle,1,0,46181
dongcheng,2,1,84.48,middle,1,0,53268
fengtai,2,1,70.7,high,1,0,38897
fengtai,3,1,63,middle,1,0,38413
dongcheng,2,0,56.11,middle,1,0,45447
dongcheng,2,1,50.16,high,1,0,43860
dongcheng,2,1,53,middle,1,0,43397
dongcheng,2,1,56.1,high,1,0,39216
dongcheng,2,1,72.4,low,1,0,47652
dongcheng,2,0,43,middle,1,0,46512
dongcheng,3,1,63,middle,1,0,46032
dongcheng,2,1,62.5,high,1,0,43200
dongcheng,2,1,53.1,high,1,0,42562
dongcheng,2,1,53.9,high,1,0,41744
dongcheng,2,1,46,high,1,0,40870
dongcheng,3,1,67.4,middle,1,0,37092
dongcheng,3,1,62.6,high,1,0,35144
chaoyang,2,1,93.05,middle,1,0,36003
chaoyang,2,1,91.38,high,1,0,35019
chaoyang,2,1,109,high,1,0,34863
chaoyang,2,1,87.16,high,1,0,40157
chaoyang,2,1,87.24,low,1,0,38973
chaoyang,1,1,49.83,low,1,1,39134
chaoyang,1,1,51.14,high,1,1,38718
chaoyang,2,1,57,high,1,1,34211
haidian,3,1,102,high,1,0,68628
haidian,2,1,74.55,middle,1,0,66801
haidian,2,1,63.27,high,1,0,62431
haidian,2,1,78.01,high,1,0,61531
haidian,2,1,60.75,high,1,0,60247
haidian,3,1,119,low,1,0,58824
haidian,2,1,62.8,high,1,0,58599
haidian,3,1,69,low,1,0,72174
haidian,2,1,64.7,middle,1,0,68007
haidian,2,1,58.8,high,1,0,61735
haidian,3,1,83,high,1,0,60000
haidian,3,1,81.8,middle,1,0,59291
haidian,1,1,45.1,low,1,0,59202
haidian,2,1,61.4,high,1,0,58632
haidian,2,1,61,low,1,0,58197
haidian,1,1,46.4,high,1,0,58190
haidian,1,1,46.4,low,1,0,57759
haidian,2,1,66.3,low,1,0,54299
haidian,2,1,59.1,high,1,0,65144
haidian,2,1,72,low,1,0,62500
haidian,1,1,39.7,high,1,0,61713
haidian,3,1,81.8,middle,1,0,61125
haidian,2,1,72,low,1,0,59723
haidian,1,1,51.3,middle,1,0,59455
haidian,2,1,71.8,middle,1,0,59193
haidian,1,1,38.9,low,1,0,59126
haidian,3,0,82.3,low,1,0,56501
haidian,2,1,59.4,middle,1,0,56398
haidian,2,1,63.5,middle,1,0,55119
fengtai,3,1,84.56,high,0,0,42574
fengtai,2,1,67.48,middle,0,0,42235
fengtai,2,1,57.3,low,1,1,47121
fengtai,3,0,51.79,low,0,0,42480
chaoyang,2,2,99.58,middle,1,0,57241
chaoyang,2,2,100.92,high,1,0,56481
chaoyang,1,0,54,high,1,0,50926
dongcheng,2,1,58.48,middle,1,0,76950
fengtai,3,1,106.26,high,1,0,42349
fengtai,2,1,83.24,middle,1,0,39645
dongcheng,2,1,53.51,low,1,0,89703
dongcheng,2,1,58,high,1,0,79311
dongcheng,1,1,38.6,middle,1,1,91969
dongcheng,2,1,174,low,1,1,75863
dongcheng,1,1,96,low,1,0,52084
fengtai,1,1,56.41,middle,1,0,40773
fengtai,3,1,73.96,low,1,0,43267
fengtai,3,1,75.36,middle,1,0,41136
fengtai,3,1,75.76,middle,0,0,37619
fengtai,2,1,57.04,high,1,0,44005
fengtai,2,1,57.8,middle,1,0,41523
fengtai,2,1,57.04,middle,1,0,39447
chaoyang,3,1,71.3,middle,1,0,70127
chaoyang,3,1,69.76,low,1,0,68808
dongcheng,1,0,44.82,middle,1,1,78091
dongcheng,1,0,45,low,1,1,73334
dongcheng,1,0,44.82,high,1,1,72513
dongcheng,1,1,44.82,middle,1,1,71397
dongcheng,1,0,45.29,low,1,1,68448
dongcheng,1,0,52,low,1,1,67308
dongcheng,1,0,44.82,high,1,1,63588
dongcheng,3,2,175.76,low,1,1,54051
dongcheng,2,2,130.88,middle,1,1,50428
dongcheng,3,1,173.12,low,1,1,49099
chaoyang,2,1,135.21,low,1,0,51772
dongcheng,1,1,79.8,middle,1,0,74562
dongcheng,2,1,107.45,low,1,0,74454
dongcheng,1,1,83.33,high,1,0,74403
dongcheng,1,1,89.66,high,1,0,72497
dongcheng,1,1,77.73,low,1,0,72045
dongcheng,1,1,77.74,low,1,0,72035
dongcheng,1,1,83.33,middle,1,0,72003
dongcheng,1,1,90.05,middle,1,0,71627
dongcheng,1,1,79.74,high,1,1,70229
dongcheng,3,1,140.48,high,1,0,69761
dongcheng,3,1,165.75,low,1,0,64978
dongcheng,2,1,111.49,high,1,0,62786
chaoyang,2,1,84.62,low,1,0,45498
chaoyang,2,2,99.02,low,1,0,38882
dongcheng,2,1,59.47,high,0,0,43720
dongcheng,2,1,59.5,high,0,0,43698
dongcheng,3,1,70.25,middle,1,1,83986
dongcheng,2,1,54.89,high,1,1,76517
shijingshan,1,1,60,low,0,0,38334
shijingshan,3,2,105,middle,0,0,38096
shijingshan,3,1,105,middle,0,0,38096
shijingshan,3,1,105,low,0,0,38096
shijingshan,1,1,60.84,low,0,0,37805
shijingshan,1,1,60,low,0,0,36667
shijingshan,1,1,60.8,middle,0,0,36185
shijingshan,1,1,47,high,0,0,35107
shijingshan,1,1,47,low,0,0,35107
shijingshan,2,1,80.1,low,0,0,34957
shijingshan,1,1,60.37,low,0,0,34786
shijingshan,2,1,81,low,0,0,34568
chaoyang,2,2,94.7,high,1,0,66526
chaoyang,1,1,63.8,low,1,0,64264
chaoyang,3,2,139.96,high,1,0,52158
chaoyang,3,2,139.96,high,1,0,51444
chaoyang,1,1,71.67,high,1,0,50928
chaoyang,1,2,94,high,1,0,42554
chaoyang,1,1,63,low,1,0,50794
chaoyang,3,2,138.53,high,1,0,49665
dongcheng,2,1,71.25,low,1,0,84211
dongcheng,2,1,70.87,low,1,0,79018
dongcheng,3,2,192.27,low,1,0,62413
dongcheng,3,2,192,middle,1,0,61459
dongcheng,1,1,88.67,middle,1,0,56389
dongcheng,3,2,192.83,middle,1,0,50822
chaoyang,3,2,170,middle,1,1,91177
chaoyang,3,2,171,high,1,1,87720
chaoyang,3,2,171.99,low,1,1,97681
chaoyang,3,2,126.46,low,1,1,90938
chaoyang,3,2,149.61,high,1,1,86893
chaoyang,4,3,259.25,low,1,1,81003
dongcheng,2,1,73.24,high,1,1,81923
dongcheng,3,1,97.28,middle,1,1,80181
dongcheng,2,1,91,high,1,1,76924
dongcheng,2,1,76.19,middle,1,1,74813
dongcheng,2,1,82.43,high,1,1,72790
dongcheng,2,1,85.36,low,1,1,71463
dongcheng,2,1,85,middle,1,1,70589
dongcheng,2,1,85.43,middle,1,1,69297
dongcheng,2,1,132.96,middle,1,1,75211
dongcheng,2,1,60.87,middle,1,1,73929
dongcheng,2,1,60.87,high,1,1,73107
dongcheng,2,1,65.74,high,1,1,70734
dongcheng,4,3,181.91,high,1,1,70365
dongcheng,2,1,67.74,high,1,1,66431
dongcheng,1,1,49.71,high,1,1,66386
dongcheng,2,2,149.54,middle,1,1,66204
dongcheng,4,2,234.59,low,1,1,63942
dongcheng,3,2,181.72,high,1,1,59433
dongcheng,3,2,181.72,high,1,1,56571
dongcheng,4,2,293.45,high,1,1,54524
dongcheng,3,2,101.22,high,1,1,82000
dongcheng,3,1,135,middle,1,1,81482
dongcheng,3,2,104,high,1,1,79808
dongcheng,1,1,47.72,low,1,1,79632
dongcheng,2,1,67.13,middle,1,1,74483
dongcheng,1,1,47.72,high,1,1,74393
dongcheng,2,1,97,high,1,1,73196
dongcheng,3,1,107.31,low,1,1,70823
dongcheng,2,1,79,middle,1,1,67722
dongcheng,2,2,105.81,low,1,1,66157
dongcheng,1,1,48.72,middle,1,1,65682
dongcheng,2,1,78.75,high,1,1,63493
dongcheng,3,2,150.82,high,1,1,62989
dongcheng,3,2,151.61,high,1,1,58044
dongcheng,4,2,139,high,1,1,57554
dongcheng,4,1,283,low,1,1,54771
dongcheng,2,1,58.98,middle,1,1,72907
dongcheng,2,1,60.3,high,1,0,92869
dongcheng,2,1,60.3,high,1,0,91211
dongcheng,2,2,173.01,high,1,0,56645
dongcheng,2,2,173.01,middle,1,0,54911
dongcheng,2,1,79.78,low,1,1,77714
dongcheng,1,1,62,middle,1,1,76613
dongcheng,1,1,56.23,high,1,1,76472
dongcheng,1,1,60.57,middle,1,1,75946
dongcheng,1,1,56.99,high,1,1,75452
dongcheng,1,1,60.57,high,1,1,74295
dongcheng,1,1,58.86,low,1,1,73055
dongcheng,1,1,60.57,middle,1,1,72644
dongcheng,2,1,78.85,middle,1,1,71021
dongcheng,1,1,63.45,high,1,1,70922
dongcheng,2,1,78.77,low,1,1,68555
dongcheng,3,1,99,high,1,1,66667
dongcheng,3,1,99.52,low,1,1,65917
dongcheng,2,2,101.79,low,1,1,63857
dongcheng,2,1,53,high,1,0,81133
dongcheng,3,1,66.28,high,1,0,71666
dongcheng,3,1,78.24,high,1,0,74131
dongcheng,3,2,109.14,high,1,1,87045
dongcheng,3,0,76,low,1,0,78948
dongcheng,3,0,76.78,low,1,0,78146
xicheng,3,1,68.15,low,1,1,85841
xicheng,1,1,37.83,middle,0,1,105737
xicheng,2,0,58.59,high,0,1,81243
xicheng,3,1,104.1,high,1,0,69741
xicheng,5,2,180.6,high,1,0,55371
chaoyang,3,2,148.13,low,1,0,37805
chaoyang,3,1,130.75,middle,1,0,36712
fengtai,1,1,48.79,high,1,0,42017
fengtai,2,1,112,high,1,0,41965
fengtai,2,1,83.75,high,1,0,41792
fengtai,2,1,76.18,low,1,0,41350
fengtai,1,1,48.79,low,1,0,40993
fengtai,3,1,126.6,low,1,0,40285
fengtai,2,1,76.18,low,1,0,40037
fengtai,3,1,142,low,1,0,36620
chaoyang,2,2,103.53,middle,1,1,28978
chaoyang,2,1,47,high,1,0,31703
dongcheng,1,1,43.65,low,1,1,119130
dongcheng,2,1,60.24,low,1,1,99436
dongcheng,2,1,60.24,high,1,1,98772
dongcheng,2,1,52.6,middle,1,0,114069
dongcheng,2,1,53.8,low,1,0,107807
fengtai,3,1,65.68,middle,1,0,38064
dongcheng,2,1,54.31,high,1,1,94826
dongcheng,3,1,69.19,low,1,1,91777
dongcheng,2,1,61.6,low,1,0,61689
dongcheng,1,1,43.19,high,1,0,42834
dongcheng,3,1,97.16,low,1,0,41170
dongcheng,1,1,41.7,low,1,0,40768
dongcheng,2,1,70.2,low,1,0,39887
dongcheng,2,1,65.09,low,1,0,39638
dongcheng,2,1,60.84,low,1,0,39448
dongcheng,2,1,60.84,high,1,0,39448
dongcheng,2,1,71.7,high,1,0,39052
dongcheng,1,1,50,high,1,0,39000
dongcheng,2,1,70.2,middle,1,0,38462
dongcheng,1,1,50,middle,1,0,38000
dongcheng,2,1,66.17,middle,1,0,36271
dongcheng,1,1,56.7,low,1,0,36156
dongcheng,1,1,51,middle,1,0,35295
dongcheng,2,1,85,high,1,0,35295
dongcheng,1,1,56.7,middle,1,0,35274
dongcheng,2,1,66,middle,1,0,34849
dongcheng,2,1,67,low,1,0,32836
dongcheng,2,1,71.6,high,1,0,32403
dongcheng,3,1,94,high,1,0,31915
dongcheng,2,1,67.6,high,1,0,31805
haidian,2,1,67.6,low,1,1,133137
haidian,1,1,39.5,high,1,1,129114
haidian,2,1,62.4,low,1,1,128206
haidian,2,1,55.2,low,1,1,126812
haidian,2,1,60,high,1,1,126667
haidian,2,1,60,middle,1,1,114167
haidian,3,1,78.3,middle,1,1,111112
haidian,2,1,61.6,low,1,1,110390
haidian,3,1,82.7,middle,1,1,108828
haidian,2,1,58.9,high,1,1,108659
haidian,2,1,62.3,high,1,1,108347
haidian,2,1,54.3,high,1,1,105894
haidian,2,1,61.5,middle,1,1,105692
haidian,3,1,76.5,middle,1,1,104576
haidian,3,1,94.57,high,1,1,103627
haidian,2,1,61.6,low,1,1,103085
haidian,2,1,69.4,low,1,1,101586
haidian,2,1,67.6,middle,1,1,101480
haidian,3,1,75.9,middle,1,1,101450
haidian,2,1,69.4,low,1,1,100865
haidian,3,1,79.8,high,1,1,100251
haidian,2,1,61.1,low,1,1,99837
haidian,2,1,67.6,middle,1,1,97634
haidian,2,1,61.6,middle,1,1,97403
haidian,2,1,61.6,high,1,1,95780
haidian,2,1,61.6,low,1,1,89286
xicheng,2,1,74,low,1,0,62838
chaoyang,4,2,216,low,1,0,63889
chaoyang,3,2,199.38,middle,1,0,60187
chaoyang,3,2,178.56,high,1,0,53204
chaoyang,2,2,130.07,high,1,0,50742
chaoyang,2,2,130.07,middle,1,0,48436
chaoyang,2,2,132.84,low,1,0,45168
haidian,1,1,63.53,low,0,0,61231
haidian,1,1,63.53,low,0,0,54778
fengtai,2,1,89.32,low,1,0,36946
chaoyang,3,1,141.59,high,1,0,45908
chaoyang,3,2,156.39,high,1,0,56910
chaoyang,3,2,140.95,middle,1,0,50018
fengtai,1,1,47.86,middle,0,0,22984
fengtai,2,2,121.87,high,0,0,19694
fengtai,2,2,100.83,high,0,0,18348
haidian,2,1,83.7,middle,1,1,89606
haidian,2,1,68.45,high,1,1,87656
haidian,2,1,116.19,middle,1,1,85206
haidian,2,1,93.5,low,1,1,79680
haidian,3,2,141.9,middle,1,1,77520
haidian,3,2,184.87,middle,1,1,70320
haidian,2,1,116.19,high,1,1,70144
haidian,2,2,148.8,low,1,1,51076
dongcheng,2,1,62,high,1,0,75807
dongcheng,2,1,58,middle,1,0,83621
dongcheng,2,1,85.57,high,1,0,58432
dongcheng,2,1,69,middle,1,0,50725
dongcheng,2,1,57,high,1,0,63158
dongcheng,3,2,132.87,high,1,0,86551
dongcheng,3,2,155,middle,0,0,70968
dongcheng,2,0,31,low,1,0,109678
dongcheng,4,0,256,low,1,0,117188
dongcheng,4,0,60.01,low,1,0,109982
dongcheng,1,0,93,low,1,0,118280
dongcheng,1,1,55.49,high,1,0,80195
dongcheng,2,1,63,high,1,0,80953
dongcheng,2,1,62,middle,1,0,90323
dongcheng,2,1,61.02,middle,1,0,81941
dongcheng,3,0,96.63,low,1,0,77616
dongcheng,2,1,63.93,low,1,0,99797
dongcheng,2,1,64.4,middle,1,0,90063
dongcheng,2,1,52.65,high,1,0,89269
dongcheng,2,1,67,middle,1,0,82090
dongcheng,3,1,85.93,high,1,0,69825
dongcheng,3,0,77.61,high,1,0,79887
dongcheng,2,1,56.11,low,1,0,78953
dongcheng,3,1,77.81,high,1,1,77754
dongcheng,2,1,60.71,low,1,0,74123
dongcheng,2,1,58,high,1,0,73276
dongcheng,2,1,67,high,1,0,73135
dongcheng,3,1,80,high,1,0,72500
dongcheng,1,1,38.87,low,1,0,70749
dongcheng,2,1,78.6,middle,1,0,59542
dongcheng,1,1,47.91,low,1,0,57400
dongcheng,1,1,50.29,middle,1,0,53689
dongcheng,1,1,47.91,middle,1,0,52182
dongcheng,1,0,51.15,low,1,0,51809
dongcheng,1,1,50.29,middle,1,0,51502
chaoyang,3,1,73.79,middle,1,0,58274
chaoyang,2,1,84.21,low,1,0,49876
dongcheng,4,2,147.75,middle,1,0,57530
dongcheng,3,1,114,low,1,0,57018
dongcheng,2,1,67.9,low,1,0,56702
chaoyang,3,1,146.95,high,1,0,36748
dongcheng,2,1,108.86,middle,1,0,59710
dongcheng,1,1,91,high,1,0,47253
dongcheng,1,0,48,middle,1,0,45834
dongcheng,1,1,96.44,middle,1,0,45003
dongcheng,1,0,45,low,1,0,44445
dongcheng,2,1,103.79,middle,1,0,43357
haidian,2,1,62.52,high,1,0,66379
haidian,2,1,74.4,high,1,0,65861
haidian,2,1,61,middle,1,0,64755
haidian,2,1,61,middle,1,0,63935
haidian,2,1,61.15,high,1,0,62143
haidian,2,1,64.5,low,1,0,61241
haidian,2,1,61.5,high,1,0,56911
haidian,1,1,49.5,high,1,0,56566
xicheng,1,0,41.6,middle,1,1,110577
xicheng,3,0,67.6,middle,1,0,86539
haidian,3,1,81.9,high,0,0,53114
haidian,2,1,60,high,0,0,52500
haidian,3,1,84,low,0,0,50000
haidian,2,1,72,high,0,0,53473
fengtai,2,1,78.2,middle,1,0,42839
fengtai,2,1,76.11,high,1,0,42702
fengtai,1,1,49.44,middle,1,0,38431
fengtai,2,1,84,middle,1,0,38096
fengtai,1,0,35,low,1,0,34286
fengtai,1,1,59.69,low,1,0,33172
fengtai,1,0,35,high,1,0,32858
fengtai,1,0,35,low,1,0,32858
fengtai,1,1,61,low,1,0,30820
fengtai,1,1,54,middle,1,0,30556
fengtai,1,1,43.45,middle,1,0,30380
fengtai,1,1,35,high,1,0,30286
fengtai,1,0,35,low,1,0,30000
fengtai,1,0,35.21,middle,1,0,29822
fengtai,1,0,53.68,middle,1,0,29807
fengtai,1,1,54.45,high,1,0,29385
fengtai,1,0,45,high,1,0,26667
chaoyang,2,2,89.93,middle,1,0,37252
chaoyang,2,1,76.89,middle,1,0,37066
chaoyang,3,2,121,middle,1,0,35538
chaoyang,3,2,121.37,middle,1,1,35429
chaoyang,1,1,59.92,high,1,0,35047
chaoyang,1,1,61.43,high,1,1,35000
chaoyang,1,1,62.68,middle,1,0,34302
chaoyang,1,1,63.29,low,1,0,33497
chaoyang,3,2,129.55,high,1,0,33192
chaoyang,2,3,120.86,low,1,0,31442
dongcheng,2,1,51.5,low,1,0,84467
dongcheng,2,1,45.72,low,1,0,83115
dongcheng,2,1,58.91,high,1,1,65354
dongcheng,3,1,80.72,high,1,1,80526
dongcheng,2,1,60.97,low,1,1,74627
dongcheng,2,1,61.04,low,1,1,73723
dongcheng,3,1,77,middle,1,1,72728
dongcheng,2,1,61.65,high,1,1,69749
dongcheng,2,1,62.54,low,1,1,67158
dongcheng,1,1,35.71,low,1,0,98012
dongcheng,1,1,39.93,low,1,0,87654
dongcheng,1,1,47,high,1,0,86171
dongcheng,3,1,80.17,high,1,0,81078
dongcheng,2,1,61.59,middle,1,0,80858
dongcheng,2,1,64.02,middle,1,0,80444
dongcheng,2,1,56.4,low,1,1,79788
dongcheng,3,1,80.17,low,1,0,78334
dongcheng,2,1,55.29,low,1,0,76868
dongcheng,2,1,67.81,middle,1,1,73588
dongcheng,2,1,55.29,low,1,1,59686
dongcheng,2,1,89.62,middle,1,1,73645
dongcheng,2,2,90.38,middle,1,0,72472
dongcheng,2,1,97,low,1,1,72165
dongcheng,3,1,175.02,high,1,0,59994
dongcheng,2,2,134.71,middle,1,0,59387
dongcheng,3,1,203,low,1,0,54188
dongcheng,3,2,244.89,high,1,1,49002
dongcheng,3,1,80.74,high,1,0,96607
dongcheng,2,1,80.01,low,1,0,91864
dongcheng,1,1,63.06,high,1,1,90073
dongcheng,2,1,81.83,middle,1,0,83100
dongcheng,2,1,82.63,middle,1,1,82295
dongcheng,1,1,60.01,middle,1,0,91652
dongcheng,2,1,63.66,middle,1,1,84983
dongcheng,2,1,71.4,high,1,1,84034
dongcheng,2,1,76.7,middle,1,1,82791
dongcheng,3,1,96.89,high,1,1,82568
dongcheng,2,1,77.08,middle,1,0,81734
dongcheng,2,1,74.68,middle,1,0,80343
dongcheng,2,1,74.04,high,1,1,79012
dongcheng,2,1,76.46,low,1,1,78473
dongcheng,2,1,71,high,1,0,55634
dongcheng,3,1,150.08,middle,1,0,86621
dongcheng,1,1,35.84,low,1,0,106027
dongcheng,2,1,58.09,high,1,0,89517
dongcheng,2,1,58.43,low,1,0,82150
dongcheng,2,1,88,high,1,0,77273
dongcheng,2,1,134.72,low,1,0,73932
dongcheng,3,2,156.28,middle,1,1,73586
dongcheng,2,1,58,high,1,0,75863
dongcheng,3,1,89.93,middle,1,0,84511
dongcheng,3,1,69.53,middle,1,0,80254
fengtai,1,1,62.46,low,1,0,48031
fengtai,4,1,168.16,high,1,0,47574
fengtai,2,2,106,high,1,0,45284
fengtai,4,2,247,high,1,0,44535
haidian,3,2,98.32,high,1,0,44956
haidian,2,2,98,high,1,0,42858
haidian,2,1,95.54,middle,1,0,42391
haidian,2,1,57.19,high,1,0,76587
chaoyang,1,0,58.73,low,1,0,47676
chaoyang,2,1,127.79,low,1,0,38736
chaoyang,3,2,118.12,low,1,0,55876
chaoyang,2,2,104.11,low,1,0,49467
chaoyang,2,1,92,low,1,0,48914
chaoyang,3,2,138.21,low,1,0,48477
chaoyang,2,1,93.07,high,1,0,48351
chaoyang,3,2,145,high,1,0,48276
chaoyang,2,1,90.59,low,1,0,45259
haidian,2,1,107,high,1,1,59627
haidian,2,1,106,middle,1,1,58019
haidian,2,1,107,low,1,1,57944
haidian,2,1,95,low,1,1,57369
haidian,2,2,131,high,1,1,56871
haidian,2,1,106,low,1,1,56604
haidian,2,1,105.8,low,1,1,56239
haidian,3,2,150.33,low,1,1,55545
haidian,2,1,105,high,1,1,55239
chaoyang,2,2,91.64,low,1,0,38739
xicheng,3,2,190,high,0,0,57895
xicheng,3,1,181,middle,0,0,47514
haidian,2,1,99.77,middle,1,0,75173
haidian,2,1,99.77,low,1,0,71665
haidian,3,1,127.95,high,1,1,70028
haidian,2,1,113,low,1,0,69912
haidian,2,1,123,middle,1,0,69106
haidian,3,2,162,low,1,0,55556
haidian,3,2,162.31,low,1,0,55450
chaoyang,2,2,112.38,middle,1,1,51611
chaoyang,3,2,148.09,low,1,1,49632
dongcheng,1,1,47.92,middle,1,1,114775
dongcheng,1,1,48.09,high,1,1,114369
dongcheng,2,1,91,middle,1,1,109891
dongcheng,3,1,108.14,low,1,1,109858
dongcheng,1,1,60.31,middle,1,1,109435
dongcheng,3,1,86,high,1,1,105233
dongcheng,3,1,85.91,middle,1,1,104994
dongcheng,2,1,71.04,low,1,1,102760
dongcheng,2,1,71.43,high,1,1,101498
dongcheng,2,1,71.44,middle,1,1,101484
dongcheng,2,1,71.44,low,1,1,101484
dongcheng,2,1,72,low,1,1,101389
dongcheng,2,1,71.64,low,1,1,100503
dongcheng,2,1,83.5,middle,1,1,99402
dongcheng,2,1,71.3,low,1,1,98878
dongcheng,2,1,72,low,1,1,98612
dongcheng,2,1,71.3,middle,1,1,98598
dongcheng,2,1,71.37,middle,1,1,98081
dongcheng,3,1,108.44,middle,1,1,97750
dongcheng,2,1,71.37,middle,1,1,94998
dongcheng,2,1,49.71,high,1,1,97566
haidian,1,2,72.8,middle,1,0,67033
haidian,2,1,118.1,low,1,0,59696
haidian,4,1,216.2,high,1,0,53192
haidian,2,1,57,middle,1,0,72808
haidian,3,1,72.08,low,1,0,72143
haidian,3,1,89.06,high,1,0,71638
haidian,2,1,62.9,high,1,0,69794
haidian,2,1,76.58,low,1,0,67903
haidian,2,1,61,middle,1,0,65574
haidian,3,1,79,middle,1,0,64431
haidian,2,1,56.1,high,1,0,63459
haidian,2,1,56.1,high,1,0,62924
haidian,3,1,117.1,middle,1,0,48677
haidian,3,1,127.89,high,1,0,46134
haidian,3,1,84.88,high,1,0,64798
haidian,2,1,58.09,high,1,0,57670
haidian,2,1,78.79,high,1,0,63206
haidian,2,1,73.4,high,1,0,61308
haidian,3,2,167,middle,1,0,44911
haidian,1,1,41.7,high,1,0,62351
haidian,3,1,70.6,high,1,1,77904
haidian,3,1,70.6,middle,1,1,77621
haidian,1,1,41.5,high,1,1,77350
haidian,3,1,70.6,middle,1,1,75780
haidian,1,1,42.7,high,1,1,74942
haidian,3,1,71,middle,1,1,74648
haidian,3,1,70.6,middle,1,1,73655
haidian,2,1,65.9,middle,1,1,73597
haidian,2,1,56,high,1,1,72322
haidian,3,1,76.8,high,1,1,71615
haidian,3,1,71.6,middle,1,1,71230
haidian,1,1,49.92,middle,1,1,70113
haidian,3,1,70.6,high,1,1,69406
haidian,3,1,77.88,middle,1,1,69338
haidian,2,1,62,high,1,1,68871
haidian,2,1,62.4,high,1,1,67308
haidian,3,1,85,low,1,1,64706
haidian,1,1,50.08,low,1,1,62900
haidian,3,1,77.88,low,1,1,61634
xicheng,1,1,43.5,low,1,1,148966
xicheng,2,1,60.9,high,1,1,134647
xicheng,2,1,60.9,middle,1,1,134647
xicheng,2,1,65.5,middle,1,1,134352
xicheng,2,1,65.3,low,1,1,131700
xicheng,2,1,65.5,low,1,1,129771
xicheng,2,1,65.5,high,1,1,129771
xicheng,2,1,65.3,middle,1,1,127872
xicheng,3,1,82,low,1,1,97561
xicheng,3,1,82,middle,1,1,90000
xicheng,3,1,128.2,low,1,1,89704
xicheng,3,1,74.6,middle,1,1,85121
xicheng,3,1,82,middle,1,1,84147
haidian,3,0,56.9,middle,1,1,70124
haidian,2,1,53.75,middle,0,0,53954
chaoyang,2,0,58.53,high,1,0,32292
chaoyang,2,1,56.1,low,1,0,36542
dongcheng,1,1,43.06,high,1,0,83605
dongcheng,1,0,44.46,high,1,0,82322
dongcheng,2,1,58,middle,1,1,78449
dongcheng,2,1,80,middle,1,1,77500
dongcheng,2,1,80,middle,1,1,75000
dongcheng,1,0,47.56,middle,1,1,74643
dongcheng,2,0,57.27,middle,1,1,74560
dongcheng,2,1,58.24,high,1,1,72116
dongcheng,1,1,46,middle,1,1,71740
dongcheng,2,1,59,high,1,1,71187
dongcheng,3,1,80.4,high,1,1,70896
dongcheng,3,1,114,low,1,0,70176
dongcheng,3,2,114,high,1,0,70000
dongcheng,3,1,109,high,1,0,69725
dongcheng,3,1,110.54,high,1,0,66945
dongcheng,3,1,75,high,1,1,66667
dongcheng,3,2,105,high,1,1,64953
dongcheng,3,1,98,high,1,0,64286
dongcheng,2,1,75,high,1,1,64000
dongcheng,4,2,226,low,1,0,62390
dongcheng,5,2,225,high,1,0,60000
xicheng,2,1,92.39,low,1,0,67107
xicheng,3,2,130,middle,1,0,61539
xicheng,3,1,135,low,1,0,60000
xicheng,2,1,60,high,1,0,60000
fengtai,1,1,68,low,1,0,44118
chaoyang,3,2,178.47,low,0,0,75643
chaoyang,2,2,152.87,high,0,0,71957
chaoyang,3,2,184.28,high,0,0,70545
chaoyang,4,2,297,low,0,0,76095
chaoyang,2,2,146.44,low,0,0,78531
chaoyang,4,2,255.29,high,0,0,78343
chaoyang,2,2,91,low,0,0,50550
chaoyang,2,1,79.35,middle,0,0,50158
chaoyang,2,1,79.35,low,0,0,49150
chaoyang,2,1,88.13,high,0,0,48792
chaoyang,3,2,130.24,high,0,0,48757
chaoyang,2,2,79.35,low,0,0,48520
chaoyang,2,1,79.35,low,0,0,48520
chaoyang,2,1,88.73,high,0,0,47335
chaoyang,2,2,98.89,low,0,0,47225
chaoyang,2,2,100,low,0,0,46800
chaoyang,2,1,80.23,high,0,0,46741
chaoyang,2,1,80.45,high,0,0,46613
chaoyang,2,2,80.45,high,0,0,46613
